ref	word	root	lemma	b1_huruf	b2_sarfi	b3_nahwi	b4_dalali	b5_all	wazn	bab	same_lemma_nazair	root_occurrences	has_asl
33:11:4	وزُلْزلُوا	زلزل	زلزل	1	1	1	1	1	فُعْلِلُوا	فَعْلَلَ	2	6	0
33:11:5	زلْزالًا	زلزل	زلزال	1	1	1	1	1	فِعْلَالًا		1	6	0
33:11:6	شديدًا	شدد	شديد	1	1	1	1	1	فَعِيلًا		55	102	0
33:12:2	يقُولُ	قول	قال	1	1	1	1	1	يَفُعل	فَعَلَ	1617	1722	1
33:12:3	الْمُنفقُون	نفق	منفقون	1	1	1	1	1	مُفَاعِلُون		26	111	1
33:12:6	قُلُوبهم	قلب	قلب	1	1	1	1	1	فُعُولِهِمْ		137	168	1
33:12:7	مرض	مرض	مرض	1	1	1	1	1	فَعَل		13	24	1
33:12:9	وعدنا	وعد	وعد	1	1	1	1	1	فَعَلَنَا	فَعَلَ	122	151	1
33:12:10	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:12:11	ورسُولُهُ	رسل	رسول	1	1	1	1	1	فَعُولُهُ		331	513	1
33:12:13	غُرُورًا	غرر	غرور	1	1	1	1	1	فُعُولًا		11	27	0
33:13:2	قالت	قول	قال	1	1	1	1	1	فَعَلَت	فَعَلَ	1617	1722	1
33:13:3	طائفة	طوف	طايفة	1	1	1	1	1	فَعَئِلَة		23	41	1
33:13:5	يأهْل	اهل	اهل	1	1	1	1	1	يَف أَعْل		126	127	1
33:13:8	مُقام	قوم	مقام	1	1	1	1	1	مُفَعَل		16	660	1
33:13:10	فارْجعُوا	رجع	رجع	1	1	1	1	1	افْعِلُوا	فَعَلَ	81	104	1
33:13:11	ويسْتـْذنُ	اذن	استذن	1	1	1	1	1	يَسْتَفْعِل	اِسْتَفْعَلَ	11	102	1
33:13:12	فريق	فرق	فريق	1	1	1	1	1	فَعِيل		32	72	1
33:13:14	النبى	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:13:15	يقُولُون	قول	قال	1	1	1	1	1	يَفُعلُونَ	فَعَلَ	1617	1722	1
33:13:17	بُيُوتنا	بيت	بيت	1	1	1	1	1	فُعُولَنَا		71	73	1
33:13:18	عوْرة	عور	عورة	1	1	1	1	1	فَعْلَة		3	4	1
33:13:21	بعوْرةٍ	عور	عورة	1	1	1	1	1	فَعْلَة		3	4	1
33:13:23	يُريدُون	رود	اراد	1	1	1	1	1	يُفِعلُونَ	أَفْعَلَ	138	148	1
33:13:25	فرارًا	فرر	فرار	1	1	1	1	1	فِعَالًا		3	11	0
33:14:2	دُخلتْ	دخل	دخل	1	1	1	1	1	فُعِلَت	فَعَلَ	77	126	1
33:14:5	أقْطارها	قطر	اقطار	1	1	1	1	1	أَفْعَالِهَا		1	5	1
33:14:7	سُئلُوا	سال	سال	1	1	1	1	1	فُعِلُوا	فَعَلَ	105	129	0
33:14:8	الْفتْنة	فتن	فتنة	1	1	1	1	1	فِعْلَة		33	60	1
33:14:9	لءاتوْها	اتي	اتى	1	1	1	1	1	فعَوْهَلَ	أَفْعَلَ	534	549	0
33:14:11	تلبثُوا	لبث	لبث	1	1	1	1	1	تَفَعَّلُوا	فَعَلَ	29	31	1
33:14:14	يسيرًا	يسر	يسير	1	1	1	1	1	فَعِيلًا		14	44	1
33:15:2	كانُوا	كون	كان	1	1	1	1	1	فَعَلُوا	فَعَلَ	1357	1390	1
33:15:3	عهدُوا	عهد	عهد	1	1	1	1	1	فَاعَلُوا	فَاعَلَ	45	46	1
33:15:4	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:15:6	قبْلُ	قبل	قبل	1	1	1	1	1	فَعْل		248	294	1
33:15:8	يُولُون	ولي	ولى	1	1	1	1	1	يُفَعُّونَ	فَعَّلَ	115	232	1
33:15:9	الْأدْبر	دبر	دبر	1	1	1	1	1	أَفْعَال		17	44	0
33:15:10	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:15:11	عهْدُ	عهد	عهد	1	1	1	1	1	فَعْل		45	46	1
33:15:12	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:15:13	مسْـُولًا	سال	مسول	1	1	1	1	1	مَفْعُولًا		4	129	0
33:16:1	قُل	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
33:16:3	ينفعكُمُ	نفع	نفع	1	1	1	1	1	يَفْعَلَكُمُ	فَعَلَ	41	50	1
33:16:4	الْفرارُ	فرر	فرار	1	1	1	1	1	فِعَال		3	11	0
33:16:6	فررْتُم	فرر	فرت	1	1	1	1	1	فَعَلْتُمْ	فَعَلَ	5	11	0
33:16:8	الْموْت	موت	موت	1	1	1	1	1	فَعْل		49	165	1
33:16:10	الْقتْل	قتل	قتل	1	1	1	1	1	فَعْل		150	170	1
33:16:13	تُمتعُون	متع	متع	1	1	1	1	1	تُفَعَّلُونَ	فَعَّلَ	52	70	1
33:16:15	قليلًا	قلل	قليل	1	1	1	1	1	فَعِيلًا		69	76	0
33:17:1	قُلْ	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
33:17:5	يعْصمُكُم	عصم	يعصم	1	1	1	1	1	يَفْعِلُكُمْ	فَعَلَ	2	13	1
33:17:7	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:17:9	أراد	رود	اراد	1	1	1	1	1	أَفَعَل	أَفْعَلَ	138	148	1
33:17:11	سُوءًا	سوا	سوء	1	1	1	1	1	فُعلًا		58	167	0
33:17:13	أراد	رود	اراد	1	1	1	1	1	أَفَعَل	أَفْعَلَ	138	148	1
33:17:15	رحْمةً	رحم	رحمة	1	1	1	1	1	فَعْلَة		113	339	1
33:17:17	يجدُون	وجد	وجد	1	1	1	1	1	يَعِلُونَ	فَعَلَ	106	107	1
33:17:20	دُون	دون	دون	1	1	1	1	1	فُعل		143	144	1
33:17:21	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:17:22	وليًا	ولي	ولى	1	1	1	1	1	فَعِيًّل		115	232	1
33:17:24	نصيرًا	نصر	نصير	1	1	1	1	1	فَعِيلًا		34	158	1
33:18:2	يعْلمُ	علم	علم	1	1	1	1	1	يَفْعَل	فَعَلَ	549	854	1
33:18:3	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:18:4	الْمُعوقين	عوق	معوقين	1	1	1	0	0	مُفَعِّلِين		0	1	0
33:18:6	والْقائلين	قول	قايل	1	1	1	1	1	فَعَئِلِين		4	1722	1
33:18:7	لإخْونهمْ	اخو	اخ	1	1	1	1	1	فِعْوَلَنِهِمْ		74	96	1
33:18:8	هلُم	لمم	لم	1	1	1	1	1	هَفُعّ	فَعَلَ	2	4	0
33:18:11	يأْتُون	اتي	اتى	1	1	1	1	1	يَفْعُونَ	فَعَلَ	534	549	0
33:18:12	الْبأْس	باس	باس	1	1	1	1	1	فَعْل		24	73	1
33:18:14	قليلًا	قلل	قليل	1	1	1	1	1	فَعِيلًا		69	76	0
33:19:1	أشحةً	شحح	شح	1	1	1	1	1	أَفِعَّة		4	5	0
33:19:4	جاء	جيا	جاء	1	1	1	1	1	فَعَل	فَعَلَ	277	278	0
33:19:5	الْخوْفُ	خوف	خوف	1	1	1	1	1	فَعْل		25	124	1
33:19:6	رأيْتهُمْ	راي	رءا	1	1	1	1	1	فَعَلْتَهُمْ	فَعَلَ	270	328	0
33:19:7	ينظُرُون	نظر	نظر	1	1	1	1	1	يَفْعُلُونَ	فَعَلَ	87	129	1
33:19:9	تدُورُ	دور	تدور	1	1	1	1	1	تَفُعل	فَعَلَ	0	55	1
33:19:10	أعْيُنُهُمْ	عين	عين	1	1	1	1	1	أَفْعُلُهُمْ		60	65	1
33:19:12	يُغْشى	غشو	غشي	1	1	1	1	1	يُفْعَل	فَعَلَ	12	29	0
33:19:15	الْموْت	موت	موت	1	1	1	1	1	فَعْل		49	165	1
33:19:17	ذهب	ذهب	ذهب	1	1	1	1	1	فَعَل	فَعَلَ	42	56	1
33:19:18	الْخوْفُ	خوف	خوف	1	1	1	1	1	فَعْل		25	124	1
33:19:19	سلقُوكُم	سلق	سلق	1	1	1	0	0	فَعَلُوكُمْ	فَعَلَ	0	1	0
33:19:20	بألْسنةٍ	لسن	لسان	1	1	1	1	1	أَفْعِلَة		24	25	1
33:19:21	حدادٍ	حدد	حداد	1	1	1	0	0	فِعَال		0	25	0
33:19:22	أشحةً	شحح	شح	1	1	1	1	1	أَفِعَّة		4	5	0
33:19:24	الْخيْر	خير	خير	1	1	1	1	1	فَعْل		177	196	1
33:19:27	يُؤْمنُوا	امن	ءامن	1	1	1	1	1	يُفْعِلُوا	أَفْعَلَ	542	879	1
33:19:28	فأحْبط	حبط	احبط	1	1	1	1	1	أَفْعَل	أَفْعَلَ	3	16	1
33:19:29	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:19:30	أعْملهُمْ	عمل	عمل	1	1	1	1	1	أَفْعَالَهُمْ		358	360	1
33:19:31	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:19:34	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:19:35	يسيرًا	يسر	يسير	1	1	1	1	1	فَعِيلًا		14	44	1
33:20:1	يحْسبُون	حسب	حسب	1	1	1	1	1	يَفْعَلُونَ	فَعَلَ	54	109	1
33:20:2	الْأحْزاب	حزب	حزب	1	1	1	1	1	أَفْعَال		19	20	1
33:20:4	يذْهبُوا	ذهب	ذهب	1	1	1	1	1	يَفْعَلُوا	فَعَلَ	42	56	1
33:20:6	يأْت	اتي	اتى	1	1	1	1	1	يَفْع	فَعَلَ	534	549	0
33:20:7	الْأحْزابُ	حزب	حزب	1	1	1	1	1	أَفْعَال		19	20	1
33:20:8	يودُوا	ودد	ود	1	1	1	1	1	يَفَعُّوا	فَعَلَ	18	29	0
33:20:11	بادُون	بدو	بادون	1	1	1	1	1	فَاعُلن		0	31	1
33:20:13	الْأعْراب	عرب	اعراب	1	1	1	1	1	أَفْعَال		9	22	1
33:20:14	يسْـلُون	سال	سال	1	1	1	1	1	يَفْعَلُونَ	فَعَلَ	105	129	0
33:20:16	أنبائكُمْ	نبا	نبا	1	1	1	1	1	أَفْعَلئِكُمْ		74	160	0
33:20:18	كانُوا	كون	كان	1	1	1	1	1	فَعَلُوا	فَعَلَ	1357	1390	1
33:20:21	قتلُوا	قتل	قتل	1	1	1	1	1	فَاعَلُوا	فَاعَلَ	150	170	1
33:20:23	قليلًا	قلل	قليل	1	1	1	1	1	فَعِيلًا		69	76	0
33:21:2	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:21:5	رسُول	رسل	رسول	1	1	1	1	1	فَعُول		331	513	1
33:21:6	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:21:7	أُسْوة	اسو	اسوة	1	1	1	1	1	فُعْلَة		2	7	1
33:21:8	حسنة	حسن	حسنة	1	1	1	1	1	فَعَلَة		27	194	1
33:21:10	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:21:11	يرْجُوا	رجو	يرجوا۟	1	1	1	1	1	يَفْعُل	فَعَلَ	21	28	0
33:21:12	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:21:13	والْيوْم	يوم	يوم	1	1	1	1	1	فَعْل		404	405	0
33:21:14	الْءاخر	اخر	اخر	1	1	1	1	1	فعِل		239	250	1
33:21:15	وذكر	ذكر	ذكر	1	1	1	1	1	فَعَل	فَعَلَ	195	292	1
33:21:16	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:21:17	كثيرًا	كثر	كثير	1	1	1	1	1	فَعِيلًا		62	167	1
33:22:2	رءا	راي	رءا	1	1	1	1	1	فَعَل	فَعَلَ	270	328	0
33:22:3	الْمُؤْمنُون	امن	مومن	1	1	1	1	1	مُفْعِلُون		201	879	1
33:22:4	الْأحْزاب	حزب	حزب	1	1	1	1	1	أَفْعَال		19	20	1
33:22:5	قالُوا	قول	قال	1	1	1	1	1	فَعَلُوا	فَعَلَ	1617	1722	1
33:22:8	وعدنا	وعد	وعد	1	1	1	1	1	فَعَلَنَا	فَعَلَ	122	151	1
33:22:9	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:22:10	ورسُولُهُ	رسل	رسول	1	1	1	1	1	فَعُولُهُ		331	513	1
33:22:11	وصدق	صدق	صدق	1	1	1	1	1	فَعَل	فَعَلَ	38	155	1
33:22:12	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:22:13	ورسُولُهُ	رسل	رسول	1	1	1	1	1	فَعُولُهُ		331	513	1
33:22:15	زادهُمْ	زيد	زاد	1	1	1	1	1	فَعَلَهُمْ	فَعَلَ	48	61	1
33:22:17	إيمنًا	امن	ايمن	1	1	1	1	1	فِيعَالًا		44	879	1
33:22:18	وتسْليمًا	سلم	تسليم	1	1	1	1	1	تَفْعِيلًا		2	140	0
33:23:2	الْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:23:3	رجال	رجل	رجال	1	1	1	1	1	فِعَال		27	73	1
33:23:4	صدقُوا	صدق	صدق	1	1	1	1	1	فَعَلُوا	فَعَلَ	38	155	1
33:23:6	عهدُوا	عهد	عهد	1	1	1	1	1	فَاعَلُوا	فَاعَلَ	45	46	1
33:23:7	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:23:11	قضى	قضي	قضى	1	1	1	1	1	فَعَل	فَعَلَ	58	63	1
33:23:12	نحْبهُ	نحب	نحب	1	1	1	1	1	فَعْلَهُ		0	1	1
33:23:15	ينتظرُ	نظر	ينتظر	1	1	1	1	1	يَفْتَعِل	اِفْتَعَلَ	7	129	1
33:23:17	بدلُوا	بدل	بدل	1	1	1	1	1	فَعَّلُوا	فَعَّلَ	23	44	1
33:23:18	تبْديلًا	بدل	تبديل	1	1	1	1	1	تَفْعِيلًا		6	44	1
33:24:1	ليجْزى	جزي	جزى	1	1	1	1	1	يَفْعِل	فَعَلَ	72	118	0
33:24:2	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:24:3	الصدقين	صدق	صادق	1	1	1	1	1	فَاعِلِين		58	155	1
33:24:4	بصدْقهمْ	صدق	صدق	1	1	1	1	1	فِعْلِهِمْ		38	155	1
33:24:5	ويُعذب	عذب	عذب	1	1	1	1	1	يُفَعِّل	فَعَّلَ	42	373	1
33:24:6	الْمُنفقين	نفق	منفقون	1	1	1	1	1	مُفَاعِلِين		26	111	1
33:24:8	شاء	شيا	شاء	1	1	1	1	1	فَعَل	فَعَلَ	235	519	0
33:24:10	يتُوب	توب	تاب	1	1	1	1	1	يَفُعل	فَعَلَ	62	87	1
33:24:13	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:24:14	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:24:15	غفُورًا	غفر	غفور	1	1	1	1	1	فَعُولًا		90	234	0
33:24:16	رحيمًا	رحم	رحيم	1	1	1	1	1	فَعِيلًا		115	339	1
33:25:1	ورد	ردد	رد	1	1	1	1	1	فَعّ	فَعَلَ	37	59	0
33:25:2	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:25:4	كفرُوا	كفر	كفر	1	1	1	1	1	فَعَلُوا	فَعَلَ	339	525	1
33:25:5	بغيْظهمْ	غيظ	غيظ	1	1	1	1	1	فَعْلِهِمْ		5	11	1
33:25:7	ينالُوا	نيل	ينال	1	1	1	1	1	يَفَعَلُوا	فَعَلَ	10	12	0
33:25:8	خيْرًا	خير	خير	1	1	1	1	1	فَعْلًا		177	196	1
33:25:9	وكفى	كفي	كفى	1	1	1	1	1	فَعَل	فَعَلَ	31	33	0
33:25:10	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:25:11	الْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:25:12	الْقتال	قتل	قتال	1	1	1	1	1	فِعَال		12	170	1
33:25:13	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:25:14	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:25:15	قويًا	قوي	قوى	1	1	1	1	1	فَعِيًّل		10	42	1
33:25:16	عزيزًا	عزز	عزيز	1	1	1	1	1	فَعِيلًا		100	119	0
33:26:1	وأنزل	نزل	انزل	1	1	1	1	1	أَفْعَل	أَفْعَلَ	182	293	1
33:26:3	ظهرُوهُم	ظهر	ظهر	1	1	1	1	1	فَاعَلُوهُمْ	فَاعَلَ	38	59	1
33:26:5	أهْل	اهل	اهل	1	1	1	1	1	فَعْل		126	127	1
33:26:6	الْكتب	كتب	كتب	1	1	1	1	1	فِعَال		308	319	1
33:26:8	صياصيهمْ	صيص	صياصي	1	1	1	0	0	فَعَالِيهِمْ		0	1	0
33:26:9	وقذف	قذف	قذف	1	1	1	1	1	فَعَل	فَعَلَ	8	9	1
33:26:11	قُلُوبهمُ	قلب	قلب	1	1	1	1	1	فُعُولِهِمُ		137	168	1
33:26:12	الرُعْب	رعب	رعب	1	1	1	1	1	فُعْل		4	5	1
33:26:13	فريقًا	فرق	فريق	1	1	1	1	1	فَعِيلًا		32	72	1
33:26:14	تقْتُلُون	قتل	قتل	1	1	1	1	1	تَفْعُلُونَ	فَعَلَ	150	170	1
33:26:15	وتأْسرُون	اسر	تاسر	1	1	1	1	1	تَفْعِلُونَ	فَعَلَ	0	6	1
33:26:16	فريقًا	فرق	فريق	1	1	1	1	1	فَعِيلًا		32	72	1
33:27:1	وأوْرثكُمْ	ورث	اورث	1	1	1	1	1	أَفْعَلَكُمْ	أَفْعَلَ	11	35	0
33:27:2	أرْضهُمْ	ارض	ارض	1	1	1	1	1	فَعْلَهُمْ		460	461	1
33:27:3	وديرهُمْ	دور	دار	1	1	1	1	1	فِعَالَهُمْ		47	55	1
33:27:4	وأمْولهُمْ	مول	مال	1	1	1	1	1	أَفْعَالَهُمْ		85	86	0
33:27:5	وأرْضًا	ارض	ارض	1	1	1	1	1	فَعْلًا		460	461	1
33:27:7	تطـُوها	وطا	يط	1	1	1	1	1	تَعَلُوهَا	فَعَلَ	2	6	0
33:27:8	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:27:9	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:27:11	كُل	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
33:27:12	شىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
33:27:13	قديرًا	قدر	قدير	1	1	1	1	1	فَعِيلًا		44	132	1
33:28:2	النبىُ	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:28:3	قُل	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
33:28:4	لأزْوجك	زوج	زوج	1	1	1	1	1	أَفْعَالِكَ		75	81	1
33:28:6	كُنتُن	كون	كان	1	1	1	1	1	فُلْتُنَّ	فَعَلَ	1357	1390	1
33:28:7	تُردْن	رود	اراد	1	1	1	1	1	تُفِلْنَ	أَفْعَلَ	138	148	1
33:28:8	الْحيوة	حيي	حيوة	1	1	1	1	1	فَعَلَة		75	184	0
33:28:9	الدُنْيا	دنو	دنيا	1	1	1	1	1	فُعْيَل		114	133	0
33:28:10	وزينتها	زين	زينة	1	1	1	1	1	فِعلَتَهَا		18	46	1
33:28:11	فتعاليْن	علو	تعال	1	1	1	1	1	تَفَاعَلْنَ	أَفْعَلَ	7	70	1
33:28:12	أُمتعْكُن	متع	متع	1	1	1	1	1	أُفَعِّلْكُنَّ	فَعَّلَ	52	70	1
33:28:13	وأُسرحْكُن	سرح	سرح	1	1	1	1	1	أُفَعِّلْكُنَّ	فَعَّلَ	2	7	1
33:28:14	سراحًا	سرح	سراح	1	1	1	1	1	فَعَالًا		1	7	1
33:28:15	جميلًا	جمل	جميل	1	1	1	1	1	فَعِيلًا		6	11	1
33:29:2	كُنتُن	كون	كان	1	1	1	1	1	فُلْتُنَّ	فَعَلَ	1357	1390	1
33:29:3	تُردْن	رود	اراد	1	1	1	1	1	تُفِلْنَ	أَفْعَلَ	138	148	1
33:29:4	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:29:5	ورسُولهُ	رسل	رسول	1	1	1	1	1	فَعُولَهُ		331	513	1
33:29:6	والدار	دور	دار	1	1	1	1	1	فَعَل		47	55	1
33:29:7	الْءاخرة	اخر	اخر	1	1	1	1	1	فعِلَة		239	250	1
33:29:9	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:29:10	أعد	عدد	اعد	1	1	1	1	1	أَفَعّ	أَفْعَلَ	19	57	0
33:29:11	للْمُحْسنت	حسن	محسنت	1	1	1	1	1	مُفْعِلَات		0	194	1
33:29:13	أجْرًا	اجر	اجر	1	1	1	1	1	فَعْلًا		104	108	1
33:29:14	عظيمًا	عظم	عظيم	1	1	1	1	1	فَعِيلًا		119	128	1
33:30:1	ينساء	نسو	نساء	1	1	1	1	1	يَا فِعَال		58	59	0
33:30:2	النبى	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:30:4	يأْت	اتي	اتى	1	1	1	1	1	يَفْع	فَعَلَ	534	549	0
33:30:6	بفحشةٍ	فحش	فحشة	1	1	1	1	1	فَاعِلَة		16	24	1
33:30:7	مُبينةٍ	بين	مبينة	1	1	1	1	1	مُفَعِّلَة		2	523	1
33:30:8	يُضعفْ	ضعف	يضعف	1	1	1	1	1	يُفَاعَل	فَاعَلَ	8	52	1
33:30:10	الْعذابُ	عذب	عذاب	1	1	1	1	1	فَعَال		321	373	1
33:30:11	ضعْفيْن	ضعف	ضعف	1	1	1	1	1	فِعْلَيْن		17	52	1
33:30:12	وكان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:30:15	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:30:16	يسيرًا	يسر	يسير	1	1	1	1	1	فَعِيلًا		14	44	1
33:31:2	يقْنُتْ	قنت	يقنت	1	1	1	1	1	يَفْعُل	فَعَلَ	1	13	1
33:31:4	لله	اله	الله	1	0	1	1	0			2698	2851	1
33:31:5	ورسُوله	رسل	رسول	1	1	1	1	1	فَعُولِهِ		331	513	1
33:31:6	وتعْملْ	عمل	عمل	1	1	1	1	1	تَفْعَل	فَعَلَ	358	360	1
33:31:7	صلحًا	صلح	صلح	1	1	1	1	1	فَاعِلًا		68	180	1
33:31:8	نُؤْتها	اتي	اتى	1	1	1	1	1	نُفْعِهَا	أَفْعَلَ	534	549	0
33:31:9	أجْرها	اجر	اجر	1	1	1	1	1	فَعْلَهَا		104	108	1
33:31:10	مرتيْن	مرر	مرة	1	1	1	1	1	فَعَّتَيْن		19	35	0
33:31:11	وأعْتدْنا	عتد	اعتدت	1	1	1	1	1	أَفْعَلْنَا	أَفْعَلَ	13	16	1
33:31:13	رزْقًا	رزق	رزق	1	1	1	1	1	فِعْلًا		115	123	1
33:31:14	كريمًا	كرم	كريم	1	1	1	1	1	فَعِيلًا		29	47	1
33:32:1	ينساء	نسو	نساء	1	1	1	1	1	يَا فِعَال		58	59	0
33:32:2	النبى	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
33:32:3	لسْتُن	ليس	ليس	1	1	1	1	1	فَلْتُنَّ	فَعَلَ	88	89	0
33:32:4	كأحدٍ	احد	احد	1	1	1	1	1	فَعَل		73	85	1
33:32:6	النساء	نسو	نساء	1	1	1	1	1	فِعَال		58	59	0
33:32:8	اتقيْتُن	وقي	اتقى	1	1	1	1	1	اتَّقَيْتُنَّ	اِفْتَعَلَ	167	258	0
33:32:10	تخْضعْن	خضع	تخضع	1	1	1	1	1	تَفْعَلْنَ	فَعَلَ	0	2	1
33:32:11	بالْقوْل	قول	قول	1	1	1	1	1	فَعْل		91	1722	1
33:32:12	فيطْمع	طمع	يطمع	1	1	1	1	1	يَفْعَل	فَعَلَ	7	12	1
33:32:15	قلْبه	قلب	قلب	1	1	1	1	1	فَعْلِهِ		137	168	1
33:32:16	مرض	مرض	مرض	1	1	1	1	1	فَعَل		13	24	1
33:32:17	وقُلْن	قول	قال	1	1	1	1	1	فُلْنَ	فَعَلَ	1617	1722	1
33:32:18	قوْلًا	قول	قول	1	1	1	1	1	فَعْلًا		91	1722	1
33:32:19	معْرُوفًا	عرف	معروف	1	1	1	1	1	مَفْعُولًا		37	70	1
33:33:1	وقرْن	قرر	تقر	1	1	1	1	1	فَعْنَ	فَعَلَ	4	38	0
33:33:3	بُيُوتكُن	بيت	بيت	1	1	1	1	1	فُعُولِكُنَّ		71	73	1
33:33:5	تبرجْن	برج	تبرج	1	1	1	1	1	تَفَعَّلْنَ	تَفَعَّلَ	1	7	1
33:33:6	تبرُج	برج	تبرج	1	1	1	1	1	تَفَعُّل		1	7	1
33:33:7	الْجهلية	جهل	جهلية2	1	1	1	1	1	فَاعِلِيَّة		2	24	1
33:33:8	الْأُولى	اول	اول	1	1	1	1	1	فُعلَى		81	170	1
33:33:9	وأقمْن	قوم	اقام	1	1	1	1	1	أَفِلْنَ	أَفْعَلَ	55	660	1
33:33:10	الصلوة	صلو	صلوة	1	1	1	1	1	فَعَلَة		82	99	0
33:33:11	وءاتين	اتي	اتى	1	1	1	1	1	فعِلنَ	أَفْعَلَ	534	549	0
33:33:12	الزكوة	زكو	زكوة	1	1	1	1	1	فَعَلَة		31	59	0
33:33:13	وأطعْن	طوع	اطاع	1	1	1	1	1	أَفِلْنَ	أَفْعَلَ	71	129	1
33:33:14	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:33:15	ورسُولهُ	رسل	رسول	1	1	1	1	1	فَعُولَهُ		331	513	1
33:33:17	يُريدُ	رود	اراد	1	1	1	1	1	يُفِعل	أَفْعَلَ	138	148	1
33:33:18	اللهُ	اله	الله	1	0	1	1	0			2698	2851	1
33:33:19	ليُذْهب	ذهب	اذهب	1	1	1	1	1	يُفْعِل	أَفْعَلَ	10	56	1
33:33:21	الرجْس	رجس	رجس	1	1	1	1	1	فِعْل		9	10	1
33:33:22	أهْل	اهل	اهل	1	1	1	1	1	فَعْل		126	127	1
33:33:23	الْبيْت	بيت	بيت	1	1	1	1	1	فَعْل		71	73	1
33:33:24	ويُطهركُمْ	طهر	طهر	1	1	1	1	1	يُفَعِّلَكُمْ	فَعَّلَ	8	31	1
33:33:25	تطْهيرًا	طهر	تطهير	1	1	1	1	1	تَفْعِيلًا		0	31	1
33:34:1	واذْكُرْن	ذكر	ذكر	1	1	1	1	1	افْعُلْنَ	فَعَلَ	195	292	1
33:34:3	يُتْلى	تلو	تلى	1	1	1	1	1	يُفْعَل	فَعَلَ	60	63	1
33:34:5	بُيُوتكُن	بيت	بيت	1	1	1	1	1	فُعُولِكُنَّ		71	73	1
33:34:7	ءايت	ايي	ءاية	1	1	1	1	1	فعَلَت		381	382	0
33:34:8	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:34:9	والْحكْمة	حكم	حكمة	1	1	1	1	1	فِعْلَة		19	210	1
33:34:11	الله	اله	الله	1	0	1	1	0			2698	2851	1
33:34:12	كان	كون	كان	1	1	1	1	1	فَعَل	فَعَلَ	1357	1390	1
33:34:13	لطيفًا	لطف	لطيف	1	1	1	1	1	فَعِيلًا		6	8	0
33:34:14	خبيرًا	خبر	خبير	1	1	1	1	1	فَعِيلًا		44	52	1
33:35:2	الْمُسْلمين	سلم	مسلم	1	1	1	1	1	مُفْعِلِين		38	140	0
33:35:3	والْمُسْلمت	سلم	مسلمت	1	1	1	1	1	مُفْعِلَات		1	140	0
33:35:4	والْمُؤْمنين	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
33:35:5	والْمُؤْمنت	امن	مومنت	1	1	1	1	1	مُفْعِلَات		21	879	1
33:35:6	والْقنتين	قنت	قانت	1	1	1	1	1	فَاعِلِين		7	13	1
