root_normalized,root_raw,asl_text,asl_preamble,asl_count,asl_status,source,edition,confidence
قنب,قنب,القاف والنون والباء أصل يدل على جمع وتجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنت,قنت,القاف والنون والتاء أصل صحيح يدل على طاعة وخير في دين، لا يعدو هذا الباب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنح,قنح,القاف والنون والحاء ليس هو عندنا أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قند,قند,القاف والنون والدال كلمتان زعموا أنهما صحيحتان,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قنر,قنر,القاف والنون والراء كلمة: القنور: الضخم الرأس,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قنس,قنس,القاف والنون والسين أصيل صحيح يدل على ثبات شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنص,قنص,القاف والنون والصاد كلمة واحدة تدل على الصيد قط,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنط,قنط,القاف والنون والطاء كلمة صحيحة تدل على اليأس من الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنع,قنع,يدل على الإقبال على الشيء، ثم تختلف معانيه مع اتفاق القياس; ||| يدل على استدارة في شيء,القاف والنون والعين أصلان صحيحان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنف,قنف,القاف والنون والفاء أصل يدل على تجمع في شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قنم,قنم,القاف والنون والميم كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قه,قه,القاف والهاء ليس فيه إلا حكاية القهقهة: الإغراب في الضحك,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قهب,قهب,القاف والهاء والباء أصيل يدل على لون من الألوان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قهد,قهد,القاف والهاء والدال كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قهر,قهر,القاف والهاء والراء كلمة صحيحة تدل على غلبة وعلو,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قهز,قهز,القاف والهاء والزاء كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قهس,قهس,القاف والهاء والسين كلمات إن صحت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قهل,قهل,القاف والهاء واللام كلمة تدل على قشف وسوء حال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قهو,قهو,القاف والهاء والحرف المعتل أصل يدل على خصب وكثرة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوب,قوب,القاف والواو والباء أصل صحيح، وهو شبه حفر مقور في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوت,قوت,القاف والواو والتاء أصل صحيح يدل على إمساك وحفظ وقدرة على الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قود,قود,القاف والواو والدال أصل صحيح يدل على امتداد في الشيء، ويكون ذلك امتدادا على وجه الأرض وفي الهواء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قور,قور,القاف والواو والراء أصل صحيح يدل على استدارة في شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوز,قوز,القاف والواو والزاء كلمة واحدة، وهي القوز: الكثيب، وجمعه أقواز وقيزان,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قوس,قوس,القاف والواو والسين أصل واحد يدل على تقدير شيء بشيء، ثم يصرف فتقلب واوه ياء، والمعنى في جميعه واحد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوض,قوض,القاف والواو والضاد كلمة تدل على نقض بناء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوط,قوط,القاف والواو والطاء كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قوع,قوع,القاف والواو والعين أصل يدل على تبسط في مكان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوف,قوف,القاف والواو والفاء كلمة، وهي من باب القلب وليست أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوق,قوق,القاف والواو والقاف كلمة، يقولون: القوق: الرجل الطويل,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قول,قول,القاف والواو واللام أصل واحد صحيح يقل كلمه، وهو القول من النطق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوم,قوم,على جماعة ناس، وربما استعير في غيرهم ||| على انتصاب أو عزم,القاف والواو والميم أصلان صحيحان، يدل,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قوي,قوي,على شدة وخلاف ضعف ||| على خلاف هذا وعلى قلة خير,القاف والواو والياء أصلان متباينان، يدل,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قيا,قيأ,القاف والياء والهمزة كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قيح,قيح,القاف والياء والحاء كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قيد,قيد,القاف والياء والدال كلمة واحدة، وهي القيد، وهو معروف، ثم يستعار في كل شيء يحبس,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
قيل,قيل,القاف والياء واللام أصل كلمه الواو، وإنما كتب هاهنا للفظ,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
قين,قين,القاف والياء والنون أصل صحيح يدل على إصلاح وتزيين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كاب,كأب,الكاف والهمزة والباء كلمة تدل على انكسار وسوء حال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كاد,كأد,الكاف والألف والدال يدل على شدة ومشقة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كاذ,كاذ,الكاف والألف والذال كلمة، وهي الكاذة: لحم أعالي الفخذين,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كار,كار,الكاف والألف والراء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كان,كان,الكاف والألف والنون,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كب,كب,الكاف والباء أصل صحيح يدل على جمع وتجمع، لا يشذ منه [شيء],,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كبت,كبت,الكاف والباء والتاء كلمة واحدة، وهي من الإذلال والصرف عن الشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كبث,كبث,الكاف والباء والثاء كلمة، وهي الكباث، يقال: إنه حمل الأراك,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كبح,كبح,الكاف والباء والحاء كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كبد,كبد,الكاف والباء والدال أصل صحيح يدل على شدة في شيء وقوة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كبر,كبر,الكاف والباء والراء أصل صحيح يدل على خلاف الصغر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كبس,كبس,الكاف والباء والسين أصل صحيح، وهو من الشيء يعلى بالشيء الرزين، ثم يقاس على هذا ما يكون في معناه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كبش,كبش,الكاف والباء والشين كلمة واحدة، وهي الكبش، وهو معروف,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كبع,كبع,الكاف والباء والعين,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كبل,كبل,الكاف والباء واللام أصل صحيح يدل على حبس ومنع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كبن,كبن,الكاف والباء والنون أصل صحيح يدل على قبض وتقبض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كبو,كبو,الكاف والباء والحرف المعتل أصل صحيح يدل على سقوط وتزيل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كت,كت,الكاف والتاء ليست فيه لغة أصلية، ويجري الباب مجرى الحكاية,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كتب,كتب,الكاف والتاء والباء أصل صحيح واحد يدل على جمع شيء إلى شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كتد,كتد,الكاف والتاء والدال حرف واحد، وهو الكتد: ما بين الكاهل إلى الظهر,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كتر,كتر,الكاف والتاء والراء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كتع,كتع,الكاف والتاء والعين كلمات غير موضوعة على قياس، وليست من الكلام الأصيل,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كتف,كتف,الكاف والتاء والفاء أصل صحيح يدل على عرض في حديدة أو عظم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كتل,كتل,الكاف والتاء واللام أصيل يدل على تجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كتم,كتم,الكاف والتاء والميم أصل صحيح يدل على إخفاء وستر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كتن,كتن,الكاف والتاء والنون أصل يدل على لطخ ودرن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كتو,كتو,الكاف والتاء والواو فيه كلمة لا معنى لها، ولا يعرج على مثلها,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كث,كث,الكاف والثاء أصل صحيح يدل على تجمع، وفروعه تقل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كثا,كثا,الكاف والثاء والحرف المعتل أو المهموز أصل صحيح، وصف من صفات اللبن ثم يشبه به,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كثب,كثب,الكاف والثاء والباء أصل صحيح واحد يدل على تجمع وعلى قرب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كثر,كثر,الكاف والثاء والراء أصل صحيح يدل خلاف القلة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كثع,كثع,الكاف والثاء والعين قريب المعنى من الذي قبله,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كثف,كثف,الكاف والثاء والفاء أصل صحيح يدل على تراكب شيء على شيء وتجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كثم,كثم,الكاف والثاء والميم أصيل يدل على امتلاء وسعة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كثو,كثو,الكاف والثاء والواو كلمة واحدة وهي الكوثل للسفينة، وربما شدد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كح,كح,الكاف والحاء ليس بشيء، وربما قالوا الكحكح من الشاء: المسن,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كحل,كحل,الكاف والحاء واللام أصل واحد يدل على لون من الألوان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كد,كد,الكاف والدال أصل صحيح يدل على شدة وصلابة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كدب,كدب,الكاف والدال والباء، يقال فيه كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كدح,كدح,الكاف والدال والحاء أصل صحيح يدل على تأثير في شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كدر,كدر,الكاف والدال والراء أصل يدل على خلاف الصفو، والآخر يدل على حركة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كدس,كدس,الكاف والدال والسين ثلاث كلمات لا يشبه بعضها بعضا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كدش,كدش,الكاف والدال والشين ليس بناء يشبه كلام العرب، لعله أن يكون شيئا يقارب الإبدال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كدع,كدع,الكاف والدال والعين ليس بشيء، غير أن ابن دريد ذكر أن الكدع: الدفع الشديد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كدم,كدم,الكاف والدال والميم أصل صحيح فيه كلمة واحدة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كدن,كدن,الكاف والدال والنون أصل صحيح يدل على توطئة في شيء متجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كده,كده,الكاف والدال والهاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كدي,كدي,الكاف والدال والحرف المعتل أصل صحيح يدل على صلابة في شيء، ثم يقاس عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كذ,كذ,الكاف والذال كلمة واحدة، وهي الكذان: حجارة رخوة كأنها مدر,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كذب,كذب,الكاف والذال والباء أصل صحيح يدل على خلاف الصدق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كر,كر,الكاف والراء أصل صحيح يدل على جمع وترديد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرب,كرب,الكاف والراء والباء أصل صحيح يدل على شدة وقوة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرت,كرت,الكاف والراء والتاء، ليس فيه إلا قولهم: عام كريت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كرث,كرث,الكاف والراء والثاء، ليس فيه إلا كرثه الأمر، إذا بلغ منه المشقة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كرج,كرج,الكاف والراء والجيم ليس بشيء، إنما هو الكرج، وهو الذي ذكرناه في الكرة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كرد,كرد,الكاف والراء والدال أصل صحيح يدل على مدافعة وإطراد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرز,كرز,الكاف والراء والزاء أصل صحيح يدل على اختباء وتستر ولواذ، يقال: كارز إلى المكان، إذا مال إليه واختبأ فيه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرس,كرس,الكاف والراء والسين أصل صحيح يدل على تلبد شيء فوق شيء وتجمعه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرش,كرش,الكاف والراء والشين أصل صحيح يدل على تجمع وجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرص,كرص,الكاف والراء والصاد كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كرض,كرض,الكاف والراء والضاد كلمة واحدة صحيحة مختلف في تأويلها، وهي الكراض,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كرع,كرع,الكاف والراء والعين أصل صحيح يدل على دقة في بعض أعضاء الحيوان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرف,كرف,الكاف والراء والفاء كلمتان متباينتان جدا، فالأولى الكرف، وهو تشمم الحمار البول ورفعه رأسه,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كرم,كرم,الكاف والراء والميم أصل صحيح له بابان: أحدهما شرف في الشيء في نفسه أو شرف في خلق من الأخلاق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كرن,كرن,الكاف والراء والنون كلمة واحدة في الملاهي,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كره,كره,الكاف والراء والهاء أصل صحيح واحد، يدل على خلاف الرضا والمحبة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كري,كري,الكاف والراء والحرف المعتل أصل صحيح يدل على لين في الشيء وسهولة، وربما دل على تأخير,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كز,كز,الكاف والزاء أصل صحيح يدل على قبض وتقبض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كزم,كزم,الكاف والزاء والميم أصيل يدل على قصر وقماءة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كس,كس,الكاف والسين صحيح، إلا أنه قليل الألفاظ,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كسا,كسا,الكاف والسين والحرف المعتل,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كسب,كسب,الكاف والسين والباء أصل صحيح، وهو يدل على ابتغاء وطلب وإصابة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كسح,كسح,الكاف والسين والحاء له معنيان صحيحان: أحدهما تنقية الشيء، والمعنى الآخر عيب في الخلقة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كسد,كسد,الكاف والسين والدال أصل صحيح يدل على الشيء الدون لا يرغب فيه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كسر,كسر,الكاف والسين والراء أصل صحيح يدل على هشم الشيء وهضمه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كسع,كسع,الكاف والسين والعين أصل صحيح يدل على نوع من الضرب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كسف,كسف,الكاف والسين والفاء أصل يدل على تغير في حال الشيء إلى ما لا يحب، وعلى قطع شيء من شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كسل,كسل,الكاف والسين واللام أصل صحيح، وهو التثاقل عن الشيء والقعود عن إتمامه أو عنه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كسم,كسم,الكاف والسين والميم أصيل يدل على تلبد في شيء وتجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كش,كش,الكاف والشين ليس بشيء، وفيه كلمة تجري مجرى الحكاية، يقال لهدير البكر: الكشيش,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كشح,كشح,الكاف والشين والحاء أصل صحيح، وهو بعض خلق الحيوان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كشد,كشد,الكاف والشين والدال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كشط,كشط,الكاف والشين والطاء كلمة تدل على تنحية الشيء وكشفه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كشف,كشف,الكاف والشين والفاء أصل صحيح يدل على سرو الشيء عن الشيء، كالثوب يسرى عن البدن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كشم,كشم,الكاف والشين والميم أصيل يدل على قطع شيء أو قصره، من ذلك الأكشم: الناقص الخلق، ويكون ذلك في الحسب الناقص أيضا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كشى,كشى,الكاف والشين والحرف المعتل أو المهموز,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كص,كص,الكاف والصاد كلمة تدل على التواء من الجهد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كض,كض,الكاف والضاد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كظ,كظ,الكاف والظاء أصل صحيح، يدل على تمرس وشدة وامتلاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كظا,كظا,الكاف والظاء والحرف المعتل كلمة من الإبدال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كظر,كظر,الكاف والظاء والراء كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كظم,كظم,الكاف والظاء والميم أصل صحيح يدل على معنى واحد، وهو الإمساك والجمع للشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كع,كع,الكاف والعين أصل صحيح يدل على حبس واحتباس,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كعب,كعب,الكاف والعين والباء أصل صحيح يدل على نتو وارتفاع في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كعت,كعت,الكاف والعين والتاء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كعد,كعد,الكاف والعين والدال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كعر,كعر,الكاف والعين والراء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كعس,كعس,الكاف والعين والسين,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كعظ,كعظ,الكاف والعين والظاء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كعم,كعم,الكاف والعين والميم أصل صحيح يدل على سد شيء بشيء وإمساك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كف,كف,الكاف والفاء أصل صحيح يدل على قبض وانقباض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كفء,كفء,الكاف والفاء والهمزة أصلان يدل أحدهما على التساوي في الشيئين، ويدل الآخر على الميل والإمالة والاعوجاج، فالأول: كافأت فلانا، إذا قابلته بمثل صنيعه,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كفا,كفا,الكاف والفاء والحرف المعتل أصل صحيح يدل على الحسب الذي لا مستزاد فيه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كفت,كفت,الكاف والفاء والتاء أصل صحيح، يدل على جمع وضم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كفر,كفر,الكاف والفاء والراء أصل صحيح يدل على معنى واحد، وهو الستر والتغطية,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كفل,كفل,الكاف والفاء واللام أصل صحيح يدل على تضمن الشيء للشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كفن,كفن,الكاف والفاء والنون أصل، فيه الكفن، وهو معروف,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كل,كل,يدل على خلاف الحدة ||| يدل على إطافة شيء بشيء ||| عضو من الأعضاء,الكاف واللام أصول ثلاثة صحاح,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلا,كلأ,الكاف واللام والحرف المعتل أو الهمزة أصل صحيح يدل على مراقبة ونظر، وأصل آخر يدل على نبات، والثالث عضو من الأعضاء ثم يستعار,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلب,كلب,الكاف واللام والباء أصل واحد صحيح يدل على تعلق الشيء بالشيء في شدة وشدة جذب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلت,كلت,الكاف واللام والتاء ليس بأصل أصيل، لكنهم يقولون: الكلت: الجمع، يقال امرأة كلوت,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلث,كلث,الكاف واللام والثاء ليس بأصل أصيل، لكنهم يقولون: إلى بشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلح,كلح,الكاف واللام والحاء أصل يدل على عبوس وشتامة في الوجه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلد,كلد,الكاف واللام والدال كلمة تدل على الصلابة في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلز,كلز,الكاف واللام والزاء يقولون إنه صحيح، وإن الكلز: الجمع,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كلس,كلس,الكاف واللام والسين يدل على امتلاء في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلع,كلع,الكاف واللام والعين كلمات تدل على درن ووسخ,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلف,كلف,الكاف واللام والفاء أصل صحيح يدل على إيلاع بالشيء وتعلق به,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كلم,كلم,يدل على نطق مفهم ||| على جراح,الكاف واللام والميم أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كم,كم,الكاف والميم أصل واحد يدل على غشاء وغطاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كمت,كمت,الكاف والميم والتاء كلمة صحيحة تدل على لون من الألوان من ذلك الكمتة، وهي لون ليس بأشقر ولا أدهم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كمح,كمح,الكاف والميم والحاء كلمات لا تنقاس، وفي بعضها شك، غير أنا ذكرنا ما ذكروه,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كمر,كمر,الكاف والميم والراء كلمة، يقولون: رجل مكمور، وهو الذي يصيب الخاتن طرف كمرته,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كمز,كمز,الكاف والميم والزاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كمش,كمش,الكاف والميم والشين أصل صحيح يدل على لطافة وصغر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كمع,كمع,الكاف والميم والعين أصل صحيح يدل على اطمئنان وسكون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كمل,كمل,الكاف والميم واللام أصل صحيح يدل على تمام الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كمن,كمن,الكاف والميم والنون أصيل يدل على استخفاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كمه,كمه,الكاف والميم والهاء كلمة واحدة، وهو الكمه، وهو العمى يولد به الإنسان، وقد يكون من عرض يعرض,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كمي,كمي,الكاف والميم والحرف المعتل يدل على خفاء شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كن,كن,الكاف والنون أصل واحد يدل على ستر أو صون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنب,كنب,الكاف والنون والباء كلمة واحدة لا تفرع,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كنت,كنت,الكاف والنون والتاء كلمة إن صحت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كند,كند,الكاف والنون والدال أصل صحيح واحد يدل على القطع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنر,كنر,الكاف والنون والراء ليس هو عندنا أصلا، وفيه كلمتان أظنهما فارسيتين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنز,كنز,الكاف والنون والزاء أصيل صحيح يدل على تجمع في شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنس,كنس,يدل على سفر شيء عن وجه شيء، وهو كشفه ||| يدل على استخفاء,الكاف والنون والسين أصلان صحيحان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنع,كنع,الكاف والنون والعين أصل صحيح يدل على تشنج وتقبض وتجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنف,كنف,الكاف والنون والفاء أصل صحيح واحد يدل على ستر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنه,كنه,الكاف والنون والهاء كلمة واحدة تدل على غاية الشيء ونهاية وقته,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كنو,كنو,الكاف والنون والحرف المعتل يدل على تورية عن اسم بغيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كه,كه,الكاف والهاء ليس فيه من اللغة شيء إلا ما يشبه الحكاية، يقال كه السكران، إذا استنكهته فكه في وجهك,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كها,كها,الكاف والهاء والحرف المعتل كلمة واحدة لا تنقاس ولا يفرع عنها,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كهب,كهب,الكاف والهاء والباء كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كهد,كهد,الكاف والهاء والدال، يقولون فيه شيئا يدل على تحرك إلى فوق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
كهر,كهر,الكاف والهاء والراء كلمتان متباعدتان جدا: الأولى الانتهار، يقال كهره يكهره كهرا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كهف,كهف,الكاف والهاء والفاء كلمة واحدة، وهي غار في جبل، وجمعه كهوف,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
كهل,كهل,الكاف والهاء واللام أصل يدل على قوة في الشيء أو اجتماع جبلة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
