ref	root	class	hamza	pos	wazn
7:57:14	سوق	أجوف	-	V	فُقْنَاهُ
7:57:16	موت	أجوف	-	ADJ	فَيِّت
7:57:19	موه	أجوف	-	N	فَاء
7:57:23	كلل	مضاعف	-	N	فُعّ
7:57:4	روح	أجوف	-	N	فِيَاح
7:58:15	ايي	لفيف	0	N	فعَات
7:58:6	ربب	مضاعف	-	N	فَعِّهِ
7:59:16	خوف	أجوف	-	V	أَفَاف
7:59:6	قول	أجوف	-	V	فَال
7:5:11	كون	أجوف	-	V	فُنَّا
7:5:2	كون	أجوف	-	V	فَان
7:5:5	جيا	أجوف	2	V	فَاءَهُمْ
7:5:9	قول	أجوف	-	V	فَالُعا
7:60:1	قول	أجوف	-	V	فَال
7:60:6	راي	ناقص	1	V	نَفَعكَ
7:60:8	ضلل	مضاعف	-	N	فَعَال
7:61:1	قول	أجوف	-	V	فَال
7:61:5	ضلل	مضاعف	-	N	فَعَالَة
7:61:9	ربب	مضاعف	-	N	فَعّ
7:62:3	ربب	مضاعف	-	N	فَعِّي
7:63:11	وقي	لفيف	-	V	تَتَّقُفا
7:63:3	جيا	أجوف	2	V	فَاءَكُمْ
7:63:6	ربب	مضاعف	-	N	فَعِّكُمْ
7:64:10	ايي	لفيف	0	N	فعَاتِنَا
7:64:12	كون	أجوف	-	V	فَانُعا
7:64:2	نجو	ناقص	-	V	أَفْعَيْنَاهُ
7:65:15	وقي	لفيف	-	V	تَتَّقُفنَ
7:65:2	عود	أجوف	-	PN	فَاد
7:65:3	اخو	ناقص	0	N	فَعَاهُمْ
7:65:5	قول	أجوف	-	V	فَال
7:66:1	قول	أجوف	-	V	فَال
7:66:12	ظنن	مضاعف	-	V	نَفُعُّكَ
7:66:8	راي	ناقص	1	V	نَفَعكَ
7:67:1	قول	أجوف	-	V	فَال
7:67:9	ربب	مضاعف	-	N	فَعّ
7:68:3	ربب	مضاعف	-	N	فَعِّي
7:69:19	زيد	أجوف	-	V	فَادَكُمْ
7:69:24	الو	ناقص	0	N	فعَاء
7:69:3	جيا	أجوف	2	V	فَاءَكُمْ
7:69:6	ربب	مضاعف	-	N	فَعِّكُمْ
7:70:1	قول	أجوف	-	V	فَالُعا
7:70:10	ابو	ناقص	0	N	فعَاؤُنَا
7:70:11	اتي	ناقص	0	V	فْعِنَا
7:70:13	وعد	مثال	-	V	تَعِدُنَا
7:70:15	كون	أجوف	-	V	فُنْتَ
7:70:2	جيا	أجوف	2	V	أَفِئْتَنَا
7:70:6	وذر	مثال	-	V	نَذَر
7:70:8	كون	أجوف	-	V	فَان
7:71:1	قول	أجوف	-	V	فَال
7:71:11	سمو	ناقص	-	N	أَفْعَاء
7:71:14	ابو	ناقص	0	N	فعَاؤُكُمْ
7:71:6	ربب	مضاعف	-	N	فَعِّكُمْ
7:72:1	نجو	ناقص	-	V	أَفْعَيْنَاهُ
7:72:10	ايي	لفيف	0	N	فعَاتِنَا
7:72:12	كون	أجوف	-	V	فَانُعا
7:72:13	امن	صحيح سالم	0	N	مُؤْمِنِين
7:73:15	جيا	أجوف	2	V	فَاءَتْكُمْ
7:73:18	ربب	مضاعف	-	N	فَعِّكُمْ
7:73:20	نوق	أجوف	-	N	فَاقَة
7:73:23	ايي	لفيف	0	N	فعَة
7:73:24	وذر	مثال	-	V	ذَرُفهَا
7:73:3	اخو	ناقص	0	N	فَعَاهُمْ
7:73:30	مسس	مضاعف	-	V	تَفَعُّوهَا
7:73:31	سوا	أجوف	2	N	فُعء
7:73:5	قول	أجوف	-	V	فَال
7:74:11	اخذ	صحيح سالم	0	V	تَتَّخِذُونَ
7:74:19	الو	ناقص	0	N	فعَاء
7:74:7	عود	أجوف	-	PN	فَاد
7:75:1	قول	أجوف	-	V	فَال
7:75:17	ربب	مضاعف	-	N	فَعِّهِ
7:75:18	قول	أجوف	-	V	فَالُعا
7:75:23	امن	صحيح سالم	0	N	مُؤْمِنُون
7:76:1	قول	أجوف	-	V	فَال
7:77:11	وعد	مثال	-	V	تَعِدُنَا
7:77:13	كون	أجوف	-	V	فُنْتَ
7:77:2	نوق	أجوف	-	N	فَاقَة
7:77:6	ربب	مضاعف	-	N	فَعِّهِمْ
7:77:7	قول	أجوف	-	V	فَالُعا
7:77:9	اتي	ناقص	0	V	فئْعِنَا
7:78:5	دور	أجوف	-	N	فَارِهِمْ
7:79:13	حبب	مضاعف	-	V	تُفِعُّونَ
7:79:3	قول	أجوف	-	V	فَال
7:79:8	ربب	مضاعف	-	N	فَعِّي
7:7:1	قصص	مضاعف	-	V	نَفُعَّنَّ
7:7:5	كون	أجوف	-	V	فُنَّا
7:7:6	غيب	أجوف	-	N	فَائِبِعن
7:80:3	قول	أجوف	-	V	فَال
7:80:5	اتي	ناقص	0	V	فَعَأْتُونَ
7:81:2	اتي	ناقص	0	V	تَفْعُونَ
7:81:7	نسو	ناقص	-	N	فِعَاء
7:82:2	كون	أجوف	-	V	فَان
7:82:7	قول	أجوف	-	V	فَالُعا
7:83:1	نجو	ناقص	-	V	أَفْعَيْنَاهُ
7:83:5	كون	أجوف	-	V	فَانَت
7:84:6	كون	أجوف	-	V	فَان
7:85:15	جيا	أجوف	2	V	فَاءَتْكُمْ
7:85:18	ربب	مضاعف	-	N	فَعِّكُمْ
7:85:19	وفي	لفيف	-	V	أَفْعُوا
7:85:21	وزن	مثال	-	N	مِيزَان
7:85:24	نوس	أجوف	-	N	فَاس
7:85:3	اخو	ناقص	0	N	فَعَاهُمْ
7:85:36	كون	أجوف	-	V	فُنْتُمْ
7:85:37	امن	صحيح سالم	0	N	مُؤْمِنِين
7:85:5	قول	أجوف	-	V	فَال
7:86:13	بغي	ناقص	-	V	تَفْعُونَهَا
7:86:17	كون	أجوف	-	V	فُنْتُمْ
7:86:18	قلل	مضاعف	-	N	فَعِيلًا
7:86:22	كون	أجوف	-	V	فَان
7:86:3	كلل	مضاعف	-	N	فُعّ
7:86:6	صدد	مضاعف	-	V	تَفُعُّونَ
7:87:11	امن	صحيح سالم	0	V	يُؤْمِنُوف
7:87:2	كون	أجوف	-	V	فَان
7:87:3	طوف	أجوف	-	N	فَائِفَة
7:87:9	طوف	أجوف	-	N	فَائِفَة
7:88:1	قول	أجوف	-	V	فَال
7:88:17	ملل	مضاعف	-	N	فِعَّتِنَا
7:88:18	قول	أجوف	-	V	فَال
7:88:20	كون	أجوف	-	V	فُنَّا
7:89:12	نجو	ناقص	-	V	فَعَّانَا
7:89:23	شيا	أجوف	2	V	يَفَاء
7:89:25	ربب	مضاعف	-	N	فَعُّنَا
7:89:27	ربب	مضاعف	-	N	فَعُّنَا
7:89:28	كلل	مضاعف	-	N	فُعّ
7:89:29	شيا	أجوف	2	N	فَعْء
7:89:34	ربب	مضاعف	-	N	فَعَّنَا
7:89:39	حقق	مضاعف	-	N	فَعّ
7:89:7	عود	أجوف	-	V	فُدْنَا
7:89:9	ملل	مضاعف	-	N	فِعَّتِكُمْ
7:8:3	حقق	مضاعف	-	N	فَعّ
7:90:1	قول	أجوف	-	V	فَال
7:91:5	دور	أجوف	-	N	فَارِهِمْ
7:92:11	كون	أجوف	-	V	فَانُعا
7:92:6	غني	ناقص	-	V	يَفْعَوْا
7:93:12	اسو	ناقص	0	V	فعَى
7:93:3	قول	أجوف	-	V	فَال
7:93:8	ربب	مضاعف	-	N	فَعِّي
7:94:11	ضرر	مضاعف	-	N	فَعَّاء
7:94:6	نبا	صحيح سالم	2	N	فَعِيّ
7:95:10	مسس	مضاعف	-	V	فَعّ
7:95:11	ابو	ناقص	0	N	فعَاءَنَا
7:95:12	ضرر	مضاعف	-	N	فَعَّاء
7:95:13	سرر	مضاعف	-	N	فَعَّاء
7:95:3	كون	أجوف	-	N	مَفَان
7:95:4	سوا	أجوف	2	N	فَيِّئَة
7:95:8	قول	أجوف	-	V	فَالُعا
7:96:11	سمو	ناقص	-	N	فَعَاء
7:96:17	كون	أجوف	-	V	فَانُعا
7:96:6	وقي	لفيف	-	V	اتَّقَفْا
7:97:9	نوم	أجوف	-	N	فَائِمُعن
7:98:7	ضحو	ناقص	-	T	فُعًى
7:9:10	ايي	لفيف	0	N	فعَاتِنَا
7:9:2	خفف	مضاعف	-	V	فَعَّت
7:9:9	كون	أجوف	-	V	فَانُعا
80:10:3	لهو	ناقص	-	V	تَفَعَّى
80:12:2	شيا	أجوف	2	V	فَاء
80:16:2	برر	مضاعف	-	ADJ	فَعَلَة
80:18:3	شيا	أجوف	2	N	فَعْء
80:21:2	موت	أجوف	-	V	أَفَاتَهُ
80:22:3	شيا	أجوف	2	V	فَاء
80:23:3	قضي	ناقص	-	V	يَفْع
80:25:2	صبب	مضاعف	-	V	فَعَلْنَا
80:25:3	موه	أجوف	-	N	فَاء
80:25:4	صبب	مضاعف	-	N	فَعًّا
80:26:2	شقق	مضاعف	-	V	فَعَلْنَا
80:26:4	شقق	مضاعف	-	N	فَعًّا
80:27:3	حبب	مضاعف	-	N	فَعًّا
80:2:2	جيا	أجوف	2	V	فَاءَهُ
80:31:2	ابب	مضاعف	0	N	فَعًّا
80:33:2	جيا	أجوف	2	V	فَاءَت
80:33:3	صخخ	مضاعف	-	N	فَاعَّة
80:34:2	فرر	مضاعف	-	V	يَفِعّ
80:34:3	مرا	صحيح سالم	2	N	فَعْء
80:34:5	اخو	ناقص	0	N	فَعِيهِ
80:35:1	امم	مضاعف	0	N	فُعِّهِ
80:35:2	ابو	ناقص	0	N	فَعِيهِ
80:37:1	كلل	مضاعف	-	N	فُعّ
80:37:2	مرا	صحيح سالم	2	N	افْعِئ
80:3:4	زكو	ناقص	-	V	يَفَّعَّى
80:7:4	زكو	ناقص	-	V	يَفَّعَّى
80:8:3	جيا	أجوف	2	V	فَاءَكَ
81:11:2	سمو	ناقص	-	N	فَعَاء
81:13:2	جنن	مضاعف	-	PN	فَعَّة
81:16:1	جري	ناقص	-	ADJ	فَوَاع
81:20:2	قوي	لفيف	-	N	فُعَّة
81:21:1	طوع	أجوف	-	ADJ	مُفَاع
81:22:3	جنن	مضاعف	-	N	مَفْعُول
81:23:2	راي	ناقص	1	V	فَعهُ
81:24:5	ضنن	مضاعف	-	N	فَعِيل
81:28:2	شيا	أجوف	2	V	فَاء
81:28:5	قوم	أجوف	-	V	يَسْتَفِيم
81:29:2	شيا	أجوف	2	V	تَفَاءُونَ
81:29:5	شيا	أجوف	2	V	يَفَاء
81:29:7	ربب	مضاعف	-	N	فَعّ
81:8:2	واد	مثال	1	N	مَفْءُودَة
81:8:3	سال	صحيح سالم	1	V	فُئِلَت
82:13:2	برر	مضاعف	-	N	أَفْعَال
82:15:1	صلي	ناقص	-	V	يَفْعَوْنَهَا
82:16:4	غيب	أجوف	-	N	فَائِبِعن
82:17:2	دري	ناقص	-	V	أَفْعَاكَ
82:18:3	دري	ناقص	-	V	أَفْعَاكَ
82:19:9	اله	صحيح سالم	0	PN	لَّه
82:1:2	سمو	ناقص	-	N	فَعَاء
82:6:4	غرر	مضاعف	-	V	فَعَّكَ
82:6:5	ربب	مضاعف	-	N	فَعِّكَ
82:7:3	سوي	لفيف	-	V	فَعَّاكَ
82:8:5	شيا	أجوف	2	V	فَاء
83:12:5	كلل	مضاعف	-	N	فُعّ
83:12:6	عدو	ناقص	-	N	مُفْتَع
83:13:2	تلو	ناقص	-	V	فُتْعَى
83:13:4	ايي	لفيف	0	N	فعَاتُنَا
83:13:5	قول	أجوف	-	V	فَال
83:14:3	رين	أجوف	-	V	فَان
83:14:7	كون	أجوف	-	V	فَانُعا
83:15:4	ربب	مضاعف	-	N	فَعِّهِمْ
83:16:3	صلي	ناقص	-	N	فَاعُو
83:17:2	قول	أجوف	-	V	يُفَال
83:17:5	كون	أجوف	-	V	فُنْتُمْ
83:18:4	برر	مضاعف	-	N	أَفْعَال
83:18:6	علو	ناقص	-	N	فِعِّيِّين
83:19:2	دري	ناقص	-	V	أَفْعَاكَ
83:1:2	طفف	مضاعف	-	N	مُفَعِّلِين
83:22:2	برر	مضاعف	-	N	أَفْعَال
83:25:1	سقي	ناقص	-	V	يُفْعَوْنَ
83:29:4	كون	أجوف	-	V	فَانُعا
83:2:3	كيل	أجوف	-	V	افْتَالُوا
83:2:5	نوس	أجوف	-	N	فَاس
83:2:6	وفي	لفيف	-	V	يَسْتَفْعُونَ
83:30:2	مرر	مضاعف	-	V	فَعُّوا
83:32:2	راي	ناقص	1	V	فَعَوْهُمْ
83:32:3	قول	أجوف	-	V	فَالُعا
83:32:6	ضلل	مضاعف	-	N	فَاعُّون
83:36:5	كون	أجوف	-	V	فَانُعا
83:3:2	كيل	أجوف	-	V	فَالُوهُمْ
83:4:2	ظنن	مضاعف	-	V	يَفُعّ
83:6:3	نوس	أجوف	-	N	فَاس
83:6:4	ربب	مضاعف	-	N	فَعّ
83:8:2	دري	ناقص	-	V	أَفْعَاكَ
84:10:5	وري	لفيف	-	LOC	فَعَاء
84:13:2	كون	أجوف	-	V	فَان
84:13:5	سرر	مضاعف	-	N	مَفْعُولًا
84:14:2	ظنن	مضاعف	-	V	فَعّ
84:15:3	ربب	مضاعف	-	N	فَعَّهُ
84:15:4	كون	أجوف	-	V	فَان
84:18:3	وسق	مثال	-	V	اتَّسَق
84:1:2	سمو	ناقص	-	N	فَعَاء
84:1:3	شقق	مضاعف	-	V	انْفَعَّت
84:20:4	امن	صحيح سالم	0	V	يُؤْمِنُونَ
84:21:2	قرا	صحيح سالم	2	V	فُعِئ
84:23:4	وعي	لفيف	-	V	يُفعُونَ
84:25:9	منن	مضاعف	-	N	فَمْعُول
84:2:2	ربب	مضاعف	-	N	فَعِّهَا
84:2:3	حقق	مضاعف	-	V	فُعَّت
84:3:3	مدد	مضاعف	-	V	فُعَّت
84:4:1	لقي	ناقص	-	V	أَفْعَت
84:4:4	خلو	ناقص	-	V	تَفَعَّت
84:5:2	ربب	مضاعف	-	N	فَعِّهَا
84:5:3	حقق	مضاعف	-	V	فُعَّت
84:6:6	ربب	مضاعف	-	N	فَعِّكَ
84:9:4	سرر	مضاعف	-	N	مَفْعُولًا
85:10:4	امن	صحيح سالم	0	N	مُؤْمِنِين
85:10:5	امن	صحيح سالم	0	N	مُؤْمِنَفت
85:11:7	جنن	مضاعف	-	N	فَعَّات
85:12:3	ربب	مضاعف	-	N	فَعِّكَ
85:12:4	شدد	مضاعف	-	N	فَعِيل
85:13:3	بدا	صحيح سالم	2	V	يُفْعِئ
85:13:4	عود	أجوف	-	V	يُفِيد
85:14:3	ودد	مضاعف	-	N	فَعُول
85:16:3	رود	أجوف	-	V	يُفِيد
85:17:2	اتي	ناقص	0	V	فَعَاكَ
85:1:1	سمو	ناقص	-	N	فَعَاء
85:20:3	وري	لفيف	-	N	فَعَائِهِمْ
85:20:4	حوط	أجوف	-	N	مُفِيط
85:4:3	خدد	مضاعف	-	N	أُفْعُول
85:5:1	نور	أجوف	-	N	فَار
85:7:5	امن	صحيح سالم	0	N	مُؤْمِنِين
85:8:6	امن	صحيح سالم	0	V	يُؤْمِنُوف
85:8:8	عزز	مضاعف	-	ADJ	فَعِيل
85:9:8	كلل	مضاعف	-	N	فُعّ
85:9:9	شيا	أجوف	2	N	فَعْء
86:10:4	قوي	لفيف	-	N	فُعَّة
86:11:1	سمو	ناقص	-	N	فَعَاء
86:1:1	سمو	ناقص	-	N	فَعَاء
86:2:2	دري	ناقص	-	V	أَفْعَاكَ
86:4:2	كلل	مضاعف	-	N	فُعّ
86:6:3	موه	أجوف	-	N	فَاء
86:9:2	بلو	ناقص	-	V	تُفْعَى
86:9:3	سرر	مضاعف	-	N	فَعَائِل
87:11:2	شقو	ناقص	-	N	أَفْعَى
87:12:3	نور	أجوف	-	N	فَار
87:13:6	حيي	لفيف	-	V	يَفْعَل
87:14:4	زكو	ناقص	-	V	تَفَعَّى
87:15:2	سمو	ناقص	-	N	افْع
87:15:3	ربب	مضاعف	-	N	فَعِّهِ
87:15:4	صلو	ناقص	-	V	فَعَّى
87:16:2	اثر	صحيح سالم	0	V	تُؤْثِرُونَ
87:16:3	حيي	لفيف	-	N	فَعَاة
87:16:4	دنو	ناقص	-	ADJ	فُعْيَا
87:1:2	سمو	ناقص	-	N	افْع
87:1:3	ربب	مضاعف	-	N	فَعِّكَ
87:1:4	علو	ناقص	-	ADJ	أَفْعَى
87:5:2	غثو	ناقص	-	N	فُعَاء
87:6:1	قرا	صحيح سالم	2	V	نُفْعِئُكَ
87:7:3	شيا	أجوف	2	V	فَاء
88:10:2	جنن	مضاعف	-	N	فَعَّة
88:10:3	علو	ناقص	-	ADJ	فَاعِيَة
88:11:4	لغو	ناقص	-	N	فَاعِيَة
88:13:2	سرر	مضاعف	-	N	فُعُل
88:15:2	صفف	مضاعف	-	ADJ	مَفْعُولَة
88:16:2	بثث	مضاعف	-	ADJ	مَفْعُولَة
88:18:2	سمو	ناقص	-	N	فَعَاء
88:1:2	اتي	ناقص	0	V	فَعَاكَ
88:1:4	غشو	ناقص	-	N	فَاعِيَة
88:22:1	ليس	أجوف	-	V	فَسْتَ
88:22:3	سطر	صحيح سالم	-	N	مُصَيْطِر
88:25:3	اوب	أجوف	0	N	فِيَابَهُمْ
88:4:2	نور	أجوف	-	N	فَارًا
88:9:2	رضو	ناقص	-	N	فَاعِيَة
89:11:2	طغي	ناقص	-	V	فَعَوْا
89:13:1	صبب	مضاعف	-	V	فَعّ
89:13:3	ربب	مضاعف	-	N	فَعُّكَ
89:14:2	ربب	مضاعف	-	N	فَعَّكَ
89:15:10	ربب	مضاعف	-	N	فَعِّي
89:15:5	بلو	ناقص	-	V	افْتَعَاهُ
89:15:6	ربب	مضاعف	-	N	فَعُّهُ
89:16:10	هون	أجوف	-	V	أَفَانَنِ
89:16:4	بلو	ناقص	-	V	افْتَعَاهُ
89:16:9	ربب	مضاعف	-	N	فَعِّي
89:18:2	حضض	مضاعف	-	V	تَفَاعُّونَ
89:19:2	ورث	مثال	-	N	تُرَاث
89:19:4	لمم	مضاعف	-	ADJ	فَعًّا
89:20:1	حبب	مضاعف	-	V	تُفِعُّونَ
89:20:2	مول	أجوف	-	N	فَال
89:20:3	حبب	مضاعف	-	N	فُعًّا
89:20:4	جمم	مضاعف	-	ADJ	فَعًّا
89:21:3	دكك	مضاعف	-	V	فُعَّت
89:21:5	دكك	مضاعف	-	N	فَعًّا
89:21:6	دكك	مضاعف	-	N	فَعًّا
89:22:1	جيا	أجوف	2	V	فَاء
89:22:2	ربب	مضاعف	-	N	فَعُّكَ
89:22:4	صفف	مضاعف	-	N	فَعًّا
89:22:5	صفف	مضاعف	-	N	فَعًّا
89:23:1	جيا	أجوف	2	V	فِعء
89:24:4	حيي	لفيف	-	N	فَعَاتِل
89:28:3	ربب	مضاعف	-	N	فَعِّكِ
89:28:4	رضو	ناقص	-	N	فَاعِيَة
89:28:5	رضو	ناقص	-	N	مَفْعِيَّة
89:30:2	جنن	مضاعف	-	N	فَعَّتِي
89:4:3	سري	ناقص	-	V	يَفْع
89:6:2	راي	ناقص	1	V	تَف
89:6:5	ربب	مضاعف	-	N	فَعُّكَ
89:6:6	عود	أجوف	-	PN	فَاد
89:9:3	جوب	أجوف	-	V	فَابُعا
89:9:5	ودي	لفيف	-	N	فَاع
8:10:17	عزز	مضاعف	-	N	فَعِيل
8:11:10	موه	أجوف	-	N	فَاء
8:11:2	غشو	ناقص	-	V	يُفَعِّيكُمُ
8:11:9	سمو	ناقص	-	N	فَعَاء
8:12:22	كلل	مضاعف	-	N	فُعّ
8:12:23	بنن	مضاعف	-	N	فَعَال
8:12:3	ربب	مضاعف	-	N	فَعُّكَ
8:13:12	شدد	مضاعف	-	N	فَعِيل
8:13:3	شقق	مضاعف	-	V	فَاعُّوا
8:13:7	شقق	مضاعف	-	V	يُفَاعِل
8:14:6	نور	أجوف	-	N	فَار
8:15:10	ولي	لفيف	-	V	تُفَعُّوهُمُ
8:16:11	فاي	ناقص	1	N	فِئَة
8:16:13	بوا	أجوف	2	V	فَاء
8:16:17	اوي	لفيف	0	N	مَفْعَاهُ
8:16:19	باس	صحيح سالم	1	V	فِئْس
8:16:2	ولي	لفيف	-	V	يُفَعِّهِمْ
8:16:9	حوز	أجوف	-	N	مُتَفَيِّزًا
8:17:13	بلو	ناقص	-	V	يُفْعِي
8:17:14	امن	صحيح سالم	0	N	مُؤْمِنِين
8:17:16	بلو	ناقص	-	N	فَعَاء
8:19:13	عود	أجوف	-	V	نَفُد
8:19:17	فاي	ناقص	1	N	فِئَتُكُمْ
8:19:24	امن	صحيح سالم	0	N	مُؤْمِنِين
8:19:4	جيا	أجوف	2	V	فَاءَكُمُ
8:19:7	نهي	ناقص	-	V	تَفْتَعُوا
8:1:13	طوع	أجوف	-	V	أَفِيعُعا
8:1:17	كون	أجوف	-	V	فُنْتُمْ
8:1:18	امن	صحيح سالم	0	N	مُؤْمِنِين
8:1:4	قول	أجوف	-	V	فُل
8:1:6	اله	صحيح سالم	0	PN	لَّه
8:1:8	وقي	لفيف	-	V	اتَّقُفا
8:20:4	طوع	أجوف	-	V	أَفِيعُعا
8:20:8	ولي	لفيف	-	V	تَفَعَّوْا
8:21:4	قول	أجوف	-	V	فَالُعا
8:22:2	شرر	مضاعف	-	N	فَعّ
8:22:3	دبب	مضاعف	-	N	فَوَاعّ
8:22:6	صمم	مضاعف	-	N	فُعّ
8:23:9	ولي	لفيف	-	V	تَفَعَّوْا
8:24:10	حيي	لفيف	-	V	يُفْعِلكُمْ
8:24:16	مرا	صحيح سالم	2	N	فَعْء
8:24:4	جوب	أجوف	-	V	اسْتَفِيبُعا
8:24:5	اله	صحيح سالم	0	PN	لَّه
8:24:8	دعو	ناقص	-	V	فَعَاكُمْ
8:25:1	وقي	لفيف	-	V	اتَّقُفا
8:25:12	شدد	مضاعف	-	N	فَعِيل
8:25:4	صوب	أجوف	-	V	تُفِيبَنَّ
8:25:8	خصص	مضاعف	-	N	فَاعَّة
8:26:11	نوس	أجوف	-	N	فَاس
8:26:12	اوي	لفيف	0	V	فعَاكُمْ
8:26:4	قلل	مضاعف	-	N	فَعِيل
8:26:8	خوف	أجوف	-	V	تَفَافُعنَ
8:29:12	سوا	أجوف	2	N	فَيِّئَاتِكُمْ
8:29:5	وقي	لفيف	-	V	تَتَّقُفا
8:2:10	تلو	ناقص	-	V	فُعِيَت
8:2:12	ايي	لفيف	0	N	فعَاتُهُ
8:2:13	زيد	أجوف	-	V	فَادَتْهُمْ
8:2:16	ربب	مضاعف	-	N	فَعِّهِمْ
8:2:2	امن	صحيح سالم	0	N	مُؤْمِنُون
8:31:10	قول	أجوف	-	V	فُلْنَا
8:31:2	تلو	ناقص	-	V	فُتْعَى
8:31:4	ايي	لفيف	0	N	فعَاتُنَا
8:31:5	قول	أجوف	-	V	فَالُعا
8:31:9	شيا	أجوف	2	V	نَفَاء
8:32:15	سمو	ناقص	-	N	فَعَاء
8:32:17	اتي	ناقص	0	V	فئْعِنَا
8:32:2	قول	أجوف	-	V	فَالُعا
8:32:5	كون	أجوف	-	V	فَان
8:32:8	حقق	مضاعف	-	N	فَعّ
8:33:2	كون	أجوف	-	V	فَان
8:33:8	كون	أجوف	-	V	فَان
8:34:12	كون	أجوف	-	V	فَانُعا
8:34:17	وقي	لفيف	-	N	مُتَّقُفن
8:34:7	صدد	مضاعف	-	V	يَفُعُّونَ
8:35:12	كون	أجوف	-	V	فُنْتُمْ
8:35:2	كون	أجوف	-	V	فَان
8:35:3	صلو	ناقص	-	N	فَعَاتُهُمْ
8:35:7	مكو	ناقص	-	N	فُعَاء
8:36:6	صدد	مضاعف	-	V	يَفُعُّوا
8:38:1	قول	أجوف	-	V	فُل
8:38:14	مضي	ناقص	-	V	فَعَت
8:38:15	سنن	مضاعف	-	N	فُعَّت
8:38:5	نهي	ناقص	-	V	يَفْتَعُوا
8:39:11	نهي	ناقص	-	V	افْتَعَوْا
8:39:8	كلل	مضاعف	-	N	فُعُّهُ
8:39:9	اله	صحيح سالم	0	PN	لَّه
8:3:2	قوم	أجوف	-	V	يُفِيمُعنَ
8:3:3	صلو	ناقص	-	N	فَعَاة
8:40:2	ولي	لفيف	-	V	تَفَعَّوْا
8:40:6	ولي	لفيف	-	N	مَفْعَاكُمْ
8:41:14	بني	ناقص	-	N	افْع
8:41:17	كون	أجوف	-	V	فُنْتُمْ
8:41:31	كلل	مضاعف	-	N	فُعّ
8:41:32	شيا	أجوف	2	N	فَعْء
8:41:5	شيا	أجوف	2	N	فَعْء
8:41:7	اله	صحيح سالم	0	PN	لَّه
8:42:15	وعد	مثال	-	N	مِيعَاد
8:42:20	كون	أجوف	-	V	فَان
8:42:27	حيي	لفيف	-	V	يَفْعَل
8:42:29	حيي	لفيف	-	V	فَعّ
8:42:4	دنو	ناقص	-	ADJ	فُعْيَا
8:43:2	راي	ناقص	1	V	يُفِيكَهُمُ
8:43:5	نوم	أجوف	-	N	مَفَامِكَ
8:43:6	قلل	مضاعف	-	N	فَعِيلًا
8:43:8	راي	ناقص	1	V	أَفَعكَهُمْ
8:44:14	كون	أجوف	-	V	فَان
8:44:2	راي	ناقص	1	V	يُفِيكُمُوهُمْ
8:44:7	قلل	مضاعف	-	N	فَعِيلًا
8:44:8	قلل	مضاعف	-	V	يُفَعِّلُكُمْ
8:45:6	فاي	ناقص	1	N	فِئَة
8:46:1	طوع	أجوف	-	V	أَفِيعُعا
8:46:8	روح	أجوف	-	N	فِيحُكُمْ
8:47:10	صدد	مضاعف	-	V	يَفُعُّونَ
8:47:17	حوط	أجوف	-	N	مُفِيط
8:47:6	دور	أجوف	-	N	فِيَارِهِمْ
8:47:8	راي	ناقص	1	N	فِئَعء
8:47:9	نوس	أجوف	-	N	فَاس
8:48:12	نوس	أجوف	-	N	فَاس
8:48:14	جور	أجوف	-	N	فَار
8:48:17	راي	ناقص	1	V	تَفَعءَت
8:48:18	فاي	ناقص	1	N	فِئَتَعن
8:48:22	قول	أجوف	-	V	فَال
8:48:24	برا	صحيح سالم	2	N	فَعِيء
8:48:27	راي	ناقص	1	V	أَفَى
8:48:30	راي	ناقص	1	V	تَفَوْنَ
8:48:32	خوف	أجوف	-	V	أَفَاف
8:48:35	شدد	مضاعف	-	N	فَعِيل
8:48:6	قول	أجوف	-	V	فَال
8:49:17	عزز	مضاعف	-	N	فَعِيل
8:49:8	غرر	مضاعف	-	V	فَعّ
8:4:3	امن	صحيح سالم	0	N	مُؤْمِنُون
8:4:4	حقق	مضاعف	-	ADJ	فَعًّا
8:4:8	ربب	مضاعف	-	N	فَعِّهِمْ
8:50:2	راي	ناقص	1	V	تَفَى
8:52:16	شدد	مضاعف	-	N	فَعِيل
8:52:2	اول	أجوف	0	N	فل
8:52:8	ايي	لفيف	0	N	فعَات
8:53:5	كون	أجوف	-	V	يَف
8:54:13	اول	أجوف	0	N	فل
8:54:15	كلل	مضاعف	-	N	فُعّ
8:54:16	كون	أجوف	-	V	فَانُعا
8:54:2	اول	أجوف	0	N	فل
8:54:8	ايي	لفيف	0	N	فعَات
8:54:9	ربب	مضاعف	-	N	فَعِّهِمْ
8:55:10	امن	صحيح سالم	0	V	يُؤْمِنُونَ
8:55:2	شرر	مضاعف	-	N	فَعّ
8:55:3	دبب	مضاعف	-	N	فَوَاعّ
8:56:12	وقي	لفيف	-	V	يَتَّقُفنَ
8:56:8	كلل	مضاعف	-	N	فُعّ
8:56:9	مرر	مضاعف	-	N	فَعَّة
8:58:13	حبب	مضاعف	-	V	يُفِعّ
8:58:14	خون	أجوف	-	N	فَائِنِين
8:58:2	خوف	أجوف	-	V	تَفَافَنَّ
8:58:5	خون	أجوف	-	N	فِيَانَة
8:58:9	سوي	لفيف	-	N	فَعَاء
8:5:10	امن	صحيح سالم	0	N	مُؤْمِنِين
8:5:3	ربب	مضاعف	-	N	فَعُّكَ
