ref	word	relation	relation_ar	reason
59:12:10	وَلَئِن	conj	معطوف	tabi-non-nominal:COND:معطوف
59:12:15	لَا	root	root	non-nominal-pos:NEG:root
59:13:11	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
59:14:1	لَا	Adj	صفة	tabi-non-nominal:NEG:صفة
59:14:4	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
59:14:9	مِن	conj	متعلق	tabi-non-nominal:P:متعلق
59:14:17	وَقُلُوبُهُمْ	circ	حال	case-conflict:حال
59:14:22	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
59:16:3	إِذْ	link	متعلق	no-case:متعلق:T
59:19:1	وَلَا	root	root	non-nominal-pos:PRO:root
59:20:1	لَا	root	root	non-nominal-pos:NEG:root
59:21:1	لَوْ	root	root	non-nominal-pos:COND:root
59:22:4	لَآ	sub	صلة	non-nominal-pos:NEG:صلة
59:22:6	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
59:23:4	لَآ	sub	صلة	non-nominal-pos:NEG:صلة
59:23:6	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
60:1:4	لَا	root	root	non-nominal-pos:PRO:root
60:1:12	وَقَدْ	circ	حال	non-nominal-pos:CERT:حال
60:1:21	أَن	link	متعلق	non-nominal-pos:SUB:متعلق
60:1:25	إِن	root	root	non-nominal-pos:COND:root
60:1:42	وَمَن	root	root	non-nominal-pos:COND:root
60:1:45	فَقَدْ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
60:2:1	إِن	root	root	non-nominal-pos:COND:root
60:2:12	لَوْ	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
60:3:1	لَن	root	root	non-nominal-pos:NEG:root
60:3:3	أَرْحَامُكُمْ	Subj	مفعول به	case-conflict:مفعول به
60:3:4	وَلَآ	emph	توكيد	tabi-non-nominal:NEG:توكيد
60:4:1	قَدْ	root	root	non-nominal-pos:CERT:root
60:4:10	إِذْ	link	متعلق	no-case:متعلق:T
60:4:16	وَمِمَّا	conj	معطوف	tabi-non-nominal:P:معطوف
60:4:33	إِلَّا	root	root	non-nominal-pos:EXP:root
60:4:39	وَمَآ	root	root	non-nominal-pos:NEG:root
60:5:2	لَا	root	root	non-nominal-pos:PRO:root
60:6:1	لَقَدْ	root	root	non-nominal-pos:CERT:root
60:6:13	وَمَن	root	root	non-nominal-pos:COND:root
60:7:3	أَن	pred <<easaa>>	خبر عسى	non-nominal-pos:SUB:خبر عسى
60:8:1	لَّا	root	root	non-nominal-pos:NEG:root
60:8:6	لَمْ	sub	صلة	non-nominal-pos:NEG:صلة
60:8:10	وَلَمْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:8:14	أَن	root	root	non-nominal-pos:SUB:root
60:9:15	أَن	root	root	non-nominal-pos:SUB:root
60:9:17	وَمَن	root	root	non-nominal-pos:COND:root
60:9:19	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
60:10:6	ٱلْمُؤْمِنَٰتُ	Subj	مفعول به	case-conflict:مفعول به
60:10:12	فَإِنْ	root	root	non-nominal-pos:COND:root
60:10:15	فَلَا	rslt	جواب الشرط	non-nominal-pos:PRO:جواب الشرط
60:10:19	لَا	root	root	non-nominal-pos:NEG:root
60:10:20	هُنَّ	neg	نفي	no-case:نفي:PRON
60:10:23	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:10:24	هُمْ	neg	نفي	no-case:نفي:PRON
60:10:30	وَلَا	root	root	non-nominal-pos:NEG:root
60:10:33	أَن	root	root	non-nominal-pos:SUB:root
60:10:38	وَلَا	conj	معطوف	tabi-non-nominal:PRO:معطوف
60:11:1	وَإِن	root	root	non-nominal-pos:COND:root
60:11:19	أَنتُم	sub	صلة	no-case:صلة:PRON
60:12:5	ٱلْمُؤْمِنَٰتُ	Subj	مفعول به	case-conflict:مفعول به
60:12:8	أَن	gen	مجرور	non-nominal-pos:SUB:مجرور
60:12:9	لَّا	sub	صلة	non-nominal-pos:NEG:صلة
60:12:13	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:12:15	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:12:17	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:12:20	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:12:27	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
60:13:4	لَا	root	root	non-nominal-pos:PRO:root
60:13:10	قَدْ	root	root	non-nominal-pos:CERT:root
60:13:14	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
61:2:4	لِمَ	gen	مجرور	non-nominal-pos:INTG:مجرور
61:2:7	لَا	sub	صلة	non-nominal-pos:NEG:صلة
61:3:5	أَن	Subj	فاعل	non-nominal-pos:SUB:فاعل
61:3:8	لَا	sub	صلة	non-nominal-pos:NEG:صلة
61:5:1	وَإِذْ	link	متعلق	no-case:متعلق:T
61:5:6	لِمَ	gen	مجرور	non-nominal-pos:INTG:مجرور
61:5:8	وَقَد	circ	حال	non-nominal-pos:CERT:حال
61:5:20	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
61:6:1	وَإِذْ	link	متعلق	no-case:متعلق:T
61:7:1	وَمَنْ	root	root	non-nominal-pos:INTG:root
61:7:13	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
61:8:9	وَلَوْ	root	root	non-nominal-pos:COND:root
61:9:12	وَلَوْ	root	root	non-nominal-pos:COND:root
61:10:4	هَلْ	root	root	non-nominal-pos:INTG:root
61:11:13	إِن	root	root	non-nominal-pos:COND:root
61:14:7	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
61:14:13	مَنْ	Pred	خبر	non-nominal-pos:INTG:خبر
61:14:14	أَنصَارِىٓ	Obj	مفعول به	case-conflict:مفعول به
62:2:15	وَإِن	-	-	absent-from-treebank:COND
62:3:3	لَمَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
62:5:6	لَمْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
62:5:20	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
62:6:5	إِن	root	root	non-nominal-pos:COND:root
62:6:15	إِن	root	root	non-nominal-pos:COND:root
62:7:1	وَلَا	root	root	non-nominal-pos:NEG:root
62:9:19	إِن	root	root	non-nominal-pos:COND:root
62:11:17	وَمِنَ	conj	معطوف	tabi-non-nominal:P:معطوف
63:1:3	ٱلْمُنَٰفِقُونَ	Subj	مفعول به	case-conflict:مفعول به
63:3:10	لَا	Pred	خبر	non-nominal-pos:NEG:خبر
63:4:4	أَجْسَامُهُمْ	Subj	مفعول به	case-conflict:مفعول به
63:4:5	وَإِن	conj	معطوف	tabi-non-nominal:COND:معطوف
63:4:21	أَنَّىٰ	circ	حال	non-nominal-pos:INTG:حال
63:6:6	لَمْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
63:6:9	لَن	root	root	non-nominal-pos:NEG:root
63:6:15	لَا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
63:7:4	لَا	Obj	مفعول به	non-nominal-pos:PRO:مفعول به
63:7:19	لَا	pred <<lakun>>	خبر لاكن	non-nominal-pos:NEG:خبر لاكن
63:8:2	لَئِن	Obj	مفعول به	non-nominal-pos:COND:مفعول به
63:8:16	لَا	pred <<lakun>>	خبر لاكن	non-nominal-pos:NEG:خبر لاكن
63:9:4	لَا	root	root	non-nominal-pos:PRO:root
63:9:6	أَمْوَٰلُكُمْ	Subj	مفعول به	case-conflict:مفعول به
63:9:7	وَلَآ	emph	توكيد	tabi-non-nominal:NEG:توكيد
63:9:12	وَمَن	root	root	non-nominal-pos:COND:root
63:9:15	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
63:10:7	أَن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
63:10:9	أَحَدَكُمُ	Obj	فاعل	case-conflict:فاعل
63:10:13	لَوْلَآ	root	root	non-nominal-pos:EXH:root
63:11:1	وَلَن	root	root	non-nominal-pos:NEG:root
64:5:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
64:6:5	رُسُلُهُم	Subj	مفعول به	case-conflict:مفعول به
64:7:4	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
64:7:5	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
64:7:8	بَلَىٰ	Obj	مفعول به	non-nominal-pos:ANS:مفعول به
64:9:1	يَوْمَ	root	root	case-conflict:root
64:9:8	وَمَن	root	root	non-nominal-pos:COND:root
64:11:1	مَآ	root	root	non-nominal-pos:NEG:root
64:11:5	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
64:11:8	وَمَن	root	root	non-nominal-pos:COND:root
64:12:5	فَإِن	root	root	non-nominal-pos:COND:root
64:13:2	لَآ	Pred	خبر	non-nominal-pos:NEG:خبر
64:13:4	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
64:14:11	وَإِن	root	root	non-nominal-pos:COND:root
64:16:3	مَا	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
64:16:10	وَمَن	root	root	non-nominal-pos:COND:root
64:16:14	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
64:17:1	إِن	root	root	non-nominal-pos:COND:root
65:1:13	لَا	root	root	non-nominal-pos:PRO:root
65:1:17	وَلَا	conj	معطوف	tabi-non-nominal:PRO:معطوف
65:1:19	إِلَّآ	exp	مستثني	non-nominal-pos:EXP:مستثني
65:1:20	أَن	root	root	non-nominal-pos:SUB:root
65:1:27	وَمَن	root	root	non-nominal-pos:COND:root
65:1:31	فَقَدْ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
65:1:34	لَا	root	root	non-nominal-pos:NEG:root
65:2:25	وَمَن	root	root	non-nominal-pos:COND:root
65:3:4	لَا	Poss	مضاف إليه	non-nominal-pos:NEG:مضاف إليه
65:3:6	وَمَن	root	root	non-nominal-pos:COND:root
65:3:10	فَهُوَ	rslt	جواب الشرط	no-case:جواب الشرط:PRON
65:3:16	قَدْ	root	root	non-nominal-pos:CERT:root
65:4:7	إِنِ	root	root	non-nominal-pos:COND:root
65:4:13	لَمْ	sub	صلة	non-nominal-pos:NEG:صلة
65:4:18	أَن	Pred	خبر	non-nominal-pos:SUB:خبر
65:4:21	وَمَن	root	root	non-nominal-pos:COND:root
65:5:6	وَمَن	root	root	non-nominal-pos:COND:root
65:6:7	وَلَا	root	root	non-nominal-pos:PRO:root
65:6:11	وَإِن	root	root	non-nominal-pos:COND:root
65:6:20	فَإِنْ	root	root	non-nominal-pos:COND:root
65:6:28	وَإِن	root	root	non-nominal-pos:COND:root
65:7:6	وَمَن	root	root	non-nominal-pos:COND:root
65:7:14	لَا	root	root	non-nominal-pos:NEG:root
65:7:18	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
65:10:12	قَدْ	root	root	non-nominal-pos:CERT:root
65:11:16	وَمَن	root	root	non-nominal-pos:COND:root
65:11:30	قَدْ	root	root	non-nominal-pos:CERT:root
65:12:19	وَأَنَّ	conj	معطوف	tabi-non-nominal:ACC:معطوف
65:12:21	قَدْ	pred<<an>>	خبر أن	non-nominal-pos:CERT:خبر أن
66:1:3	لِمَ	gen	مجرور	non-nominal-pos:INTG:مجرور
66:2:1	قَدْ	root	root	non-nominal-pos:CERT:root
66:3:1	وَإِذْ	link	متعلق	no-case:متعلق:T
66:3:23	مَنْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
66:3:28	ٱلْعَلِيمُ	Subj	مفعول به	case-conflict:مفعول به
66:4:1	إِن	root	root	non-nominal-pos:COND:root
66:4:5	فَقَدْ	rslt	جواب الشرط	non-nominal-pos:CERT:جواب الشرط
66:4:8	وَإِن	conj	معطوف	tabi-non-nominal:COND:معطوف
66:5:3	إِن	root	root	non-nominal-pos:COND:root
66:5:5	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
66:6:15	لَّا	Adj	صفة	tabi-non-nominal:NEG:صفة
66:7:4	لَا	root	root	non-nominal-pos:PRO:root
66:8:11	أَن	pred <<easaa>>	خبر عسى	non-nominal-pos:SUB:خبر عسى
66:8:22	لَا	Poss	مضاف إليه	non-nominal-pos:NEG:مضاف إليه
66:10:17	فَلَمْ	root	root	non-nominal-pos:NEG:root
66:11:8	إِذْ	link	متعلق	no-case:متعلق:T
67:2:6	أَيُّكُمْ	Obj	مفعول به	case-conflict:مفعول به
67:3:6	مَّا	root	root	non-nominal-pos:NEG:root
67:3:11	مِن	Obj	مفعول به	prep-in-nominal-slot:مفعول به
67:3:15	هَلْ	root	root	non-nominal-pos:INTG:root
67:5:1	وَلَقَدْ	root	root	non-nominal-pos:CERT:root
67:8:10	خَزَنَتُهَآ	Subj	مفعول به	case-conflict:مفعول به
67:8:11	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
67:9:2	بَلَىٰ	Obj	مفعول به	non-nominal-pos:ANS:مفعول به
67:9:3	قَدْ	ans	جواب	non-nominal-pos:CERT:جواب
67:9:8	مَا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
67:9:13	إِنْ	root	root	non-nominal-pos:NEG:root
67:9:14	أَنتُمْ	neg	نفي	no-case:نفي:PRON
67:9:15	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
67:10:2	لَوْ	Obj	مفعول به	non-nominal-pos:COND:مفعول به
67:10:7	مَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
67:14:1	أَلَا	intg	استفهام	non-nominal-pos:NEG:استفهام
67:16:5	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
67:16:9	فَإِذَا	root	root	non-nominal-pos:SUR:root
67:16:10	هِىَ	sur	فجاءة	no-case:فجاءة:PRON
67:17:6	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
67:17:11	كَيْفَ	Pred	خبر	non-nominal-pos:INTG:خبر
67:17:12	نَذِيرِ	Obj	مفعول به	case-conflict:مفعول به
67:18:1	وَلَقَدْ	root	root	non-nominal-pos:CERT:root
67:18:6	فَكَيْفَ	pred <<kan>>	خبر كان	non-nominal-pos:INTG:خبر كان
67:19:1	أَوَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
67:19:8	مَا	root	root	non-nominal-pos:NEG:root
67:19:10	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
67:20:4	هُوَ	sub	صلة	no-case:صلة:PRON
67:20:11	إِنِ	root	root	non-nominal-pos:NEG:root
67:20:13	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
67:20:14	فِى	Pred	خبر	prep-in-nominal-slot:خبر
67:21:5	إِنْ	root	root	non-nominal-pos:COND:root
67:21:8	بَل	root	root	non-nominal-pos:RET:root
67:22:1	أَفَمَن	intg	استفهام	no-case:استفهام:REL
67:25:2	مَتَىٰ	link	متعلق	non-nominal-pos:INTG:متعلق
67:25:5	إِن	Obj	مفعول به	non-nominal-pos:COND:مفعول به
67:26:6	وَإِنَّمَآ	conj	معطوف	tabi-non-nominal:ACC:معطوف
67:28:3	إِنْ	root	root	non-nominal-pos:COND:root
67:28:10	فَمَن	rslt	جواب الشرط	non-nominal-pos:INTG:جواب الشرط
67:29:3	ٱلرَّحْمَٰنُ	Pred	مفعول به	case-conflict:مفعول به
67:29:6	وَعَلَيْهِ	conj	معطوف	tabi-non-nominal:P:معطوف
67:29:11	فِى	Pred	خبر	prep-in-nominal-slot:خبر
67:30:3	إِنْ	root	root	non-nominal-pos:COND:root
67:30:7	فَمَن	rslt	جواب الشرط	non-nominal-pos:INTG:جواب الشرط
68:1:1	نٓ	root	root	non-nominal-pos:INL:root
68:2:1	مَآ	root	root	non-nominal-pos:NEG:root
68:8:1	فَلَا	root	root	non-nominal-pos:PRO:root
68:9:2	لَوْ	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
68:10:1	وَلَا	root	root	non-nominal-pos:PRO:root
68:14:1	أَن	root	root	non-nominal-pos:SUB:root
68:17:3	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
68:17:7	إِذْ	link	متعلق	no-case:متعلق:T
68:18:1	وَلَا	root	root	non-nominal-pos:NEG:root
68:22:1	أَنِ	root	root	non-nominal-pos:INT:root
68:22:5	إِن	root	root	non-nominal-pos:COND:root
68:24:1	أَن	root	root	non-nominal-pos:INT:root
68:24:2	لَّا	int	تفسير	non-nominal-pos:PRO:تفسير
68:27:1	بَلْ	root	root	non-nominal-pos:RET:root
68:27:2	نَحْنُ	ret	اضراب	no-case:اضراب:PRON
68:28:3	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
68:28:6	لَوْلَا	root	root	non-nominal-pos:EXH:root
68:32:3	أَن	root	root	non-nominal-pos:SUB:root
68:33:6	لَوْ	root	root	non-nominal-pos:COND:root
68:36:1	مَا	root	root	non-nominal-pos:INTG:root
68:36:3	كَيْفَ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
68:40:2	أَيُّهُم	Obj	مفعول به	case-conflict:مفعول به
68:41:6	إِن	root	root	non-nominal-pos:COND:root
68:42:1	يَوْمَ	root	root	case-conflict:root
68:42:8	فَلَا	root	root	non-nominal-pos:NEG:root
68:43:5	وَقَدْ	root	root	non-nominal-pos:CERT:root
68:44:9	لَا	Poss	مضاف إليه	non-nominal-pos:NEG:مضاف إليه
68:48:4	وَلَا	root	root	non-nominal-pos:PRO:root
68:49:1	لَّوْلَآ	root	root	non-nominal-pos:COND:root
68:49:2	أَن	cond	شرط	non-nominal-pos:SUB:شرط
68:51:1	وَإِن	root	root	non-nominal-pos:CERT:root
68:52:1	وَمَا	root	root	non-nominal-pos:NEG:root
68:52:2	هُوَ	neg	نفي	no-case:نفي:PRON
68:52:3	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
69:2:1	مَا	Pred	خبر	non-nominal-pos:INTG:خبر
69:3:1	وَمَآ	root	root	non-nominal-pos:INTG:root
69:3:3	مَا	Subj	فاعل	non-nominal-pos:INTG:فاعل
69:5:1	فَأَمَّا	root	root	non-nominal-pos:EXL:root
69:6:1	وَأَمَّا	conj	معطوف	tabi-non-nominal:EXL:معطوف
69:8:1	فَهَلْ	root	root	non-nominal-pos:INTG:root
69:15:1	فَيَوْمَئِذٍ	link	جواب الشرط	no-case:جواب الشرط:T
69:16:4	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
69:17:8	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
69:18:1	يَوْمَئِذٍ	link	متعلق	no-case:متعلق:T
69:18:3	لَا	circ	حال	non-nominal-pos:NEG:حال
69:19:1	فَأَمَّا	root	root	non-nominal-pos:EXL:root
69:19:2	مَنْ	exl	تفصيل	non-nominal-pos:COND:تفصيل
69:19:7	هَآؤُمُ	impv	أمر	non-nominal-pos:IMPN:أمر
69:22:1	فِى	App	بدل	tabi-non-nominal:P:بدل
69:25:1	وَأَمَّا	conj	معطوف	tabi-non-nominal:EXL:معطوف
69:25:2	مَنْ	exl	تفصيل	non-nominal-pos:COND:تفصيل
69:25:8	لَمْ	pred <<layt>>	خبر ليت	non-nominal-pos:NEG:خبر ليت
69:26:1	وَلَمْ	root	root	non-nominal-pos:NEG:root
69:28:1	مَآ	root	root	non-nominal-pos:NEG:root
69:33:3	لَا	pred <<kan>>	خبر كان	non-nominal-pos:NEG:خبر كان
69:34:1	وَلَا	root	root	non-nominal-pos:NEG:root
69:35:4	هَٰهُنَا	link	متعلق	no-case:متعلق:DEM
69:36:1	وَلَا	neg	نفي	non-nominal-pos:NEG:نفي
69:36:3	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
69:37:1	لَّا	root	root	non-nominal-pos:NEG:root
69:37:3	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
69:38:1	فَلَآ	root	root	non-nominal-pos:NEG:root
69:39:2	لَا	sub	صلة	non-nominal-pos:NEG:صلة
69:41:1	وَمَا	root	root	non-nominal-pos:NEG:root
69:42:1	وَلَا	root	root	non-nominal-pos:NEG:root
69:44:1	وَلَوْ	root	root	non-nominal-pos:COND:root
69:47:1	فَمَا	neg	نفي	non-nominal-pos:NEG:نفي
70:8:1	يَوْمَ	root	root	case-conflict:root
70:10:1	وَلَا	root	root	non-nominal-pos:NEG:root
70:11:4	لَوْ	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
70:11:8	يَوْمِئِذٍۭ	link	متعلق	no-case:متعلق:T
70:15:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
70:20:3	ٱلشَّرُّ	Subj	مفعول به	case-conflict:مفعول به
70:21:3	ٱلْخَيْرُ	Subj	مفعول به	case-conflict:مفعول به
70:22:1	إِلَّا	root	root	non-nominal-pos:EXP:root
70:23:2	هُمْ	sub	صلة	no-case:صلة:PRON
70:24:2	فِىٓ	Pred	خبر	prep-in-nominal-slot:خبر
70:27:2	هُم	sub	صلة	no-case:صلة:PRON
70:29:2	هُمْ	sub	صلة	no-case:صلة:PRON
70:30:1	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
70:31:1	فَمَنِ	root	root	non-nominal-pos:COND:root
70:31:5	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
70:32:2	هُمْ	sub	صلة	no-case:صلة:PRON
70:33:2	هُم	sub	صلة	no-case:صلة:PRON
70:34:2	هُمْ	sub	صلة	no-case:صلة:PRON
70:36:1	فَمَالِ	root	root	non-nominal-pos:INTG:root
70:37:3	وَعَنِ	conj	معطوف	tabi-non-nominal:P:معطوف
70:38:5	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
70:39:1	كَلَّآ	root	root	non-nominal-pos:AVR:root
70:40:1	فَلَآ	root	root	non-nominal-pos:NEG:root
70:41:2	أَن	gen	مجرور	non-nominal-pos:SUB:مجرور
70:41:6	وَمَا	root	root	non-nominal-pos:NEG:root
71:1:6	أَنْ	root	root	non-nominal-pos:SUB:root
71:1:11	أَن	Poss	مضاف إليه	non-nominal-pos:SUB:مضاف إليه
71:3:1	أَنِ	root	root	non-nominal-pos:SUB:root
71:4:14	لَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
71:4:16	لَوْ	root	root	non-nominal-pos:COND:root
71:6:1	فَلَمْ	root	root	non-nominal-pos:NEG:root
71:6:3	دُعَآءِىٓ	Subj	مفعول به	case-conflict:مفعول به
71:6:4	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
71:13:1	مَّا	root	root	non-nominal-pos:INTG:root
71:13:3	لَا	circ	حال	non-nominal-pos:NEG:حال
71:14:1	وَقَدْ	root	root	non-nominal-pos:CERT:root
71:15:1	أَلَمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
71:15:3	كَيْفَ	circ	حال	non-nominal-pos:INTG:حال
71:21:8	لَّمْ	sub	صلة	non-nominal-pos:NEG:صلة
71:21:10	مَالُهُۥ	Subj	مفعول به	case-conflict:مفعول به
71:21:12	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
71:23:2	لَا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
71:23:5	وَلَا	conj	معطوف	tabi-non-nominal:NEG:معطوف
71:23:8	وَلَا	neg	نفي	non-nominal-pos:NEG:نفي
71:23:10	وَلَا	neg	نفي	non-nominal-pos:NEG:نفي
71:24:1	وَقَدْ	root	root	non-nominal-pos:CERT:root
71:24:4	وَلَا	root	root	non-nominal-pos:PRO:root
71:24:7	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
71:25:6	فَلَمْ	root	root	non-nominal-pos:NEG:root
71:26:4	لَا	root	root	non-nominal-pos:PRO:root
71:27:2	إِن	pred<<in>>	خبر إن	non-nominal-pos:COND:خبر إن
71:27:6	وَلَا	root	root	non-nominal-pos:NEG:root
71:27:8	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
71:28:11	وَلَا	root	root	non-nominal-pos:PRO:root
71:28:14	إِلَّا	res	حصر	non-nominal-pos:RES:حصر
72:2:6	وَلَن	root	root	non-nominal-pos:NEG:root
72:3:5	مَا	root	root	non-nominal-pos:NEG:root
72:3:8	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
72:5:3	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
72:5:4	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
72:7:3	كَمَا	gen	مجرور	non-nominal-pos:SUB:مجرور
72:7:5	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
72:7:6	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
72:9:7	فَمَن	root	root	non-nominal-pos:COND:root
72:10:2	لَا	pred<<an>>	خبر أن	non-nominal-pos:NEG:خبر أن
72:12:3	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
72:12:4	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
72:12:9	وَلَن	root	root	non-nominal-pos:NEG:root
72:13:7	فَمَن	root	root	non-nominal-pos:COND:root
72:13:10	فَلَا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
72:13:13	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
72:14:6	فَمَنْ	root	root	non-nominal-pos:COND:root
72:14:8	فَأُو۟لَٰٓئِكَ	rslt	جواب الشرط	no-case:جواب الشرط:DEM
72:15:1	وَأَمَّا	root	root	non-nominal-pos:EXL:root
72:16:1	وَأَلَّوِ	root	root	non-nominal-pos:SUB:root
72:17:3	وَمَن	root	root	non-nominal-pos:COND:root
72:18:4	فَلَا	root	root	non-nominal-pos:PRO:root
72:20:5	وَلَآ	root	root	non-nominal-pos:NEG:root
72:21:3	لَآ	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
72:21:7	وَلَا	emph	توكيد	tabi-non-nominal:NEG:توكيد
72:22:3	لَن	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
72:22:8	وَلَنْ	conj	معطوف	tabi-non-nominal:NEG:معطوف
72:23:1	إِلَّا	root	root	non-nominal-pos:EXP:root
72:23:6	وَمَن	root	root	non-nominal-pos:COND:root
72:24:1	حَتَّىٰٓ	root	root	non-nominal-pos:INC:root
72:24:2	إِذَا	inc	ابتداء	no-case:ابتداء:T
72:24:7	مَنْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
72:25:2	إِنْ	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
72:26:3	فَلَا	root	root	non-nominal-pos:NEG:root
72:27:1	إِلَّا	root	root	non-nominal-pos:EXP:root
72:27:11	وَمِنْ	conj	معطوف	tabi-non-nominal:P:معطوف
72:28:2	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
72:28:3	قَدْ	sub	صلة	non-nominal-pos:CERT:صلة
72:28:9	لَدَيْهِمْ	link	متعلق	no-case:متعلق:LOC
73:2:3	إِلَّا	root	root	non-nominal-pos:EXP:root
73:9:4	لَآ	root	root	non-nominal-pos:NEG:root
73:9:6	إِلَّا	exp	مستثني	non-nominal-pos:EXP:مستثني
73:12:2	لَدَيْنَآ	link	متعلق	no-case:متعلق:LOC
73:14:1	يَوْمَ	root	root	case-conflict:root
73:15:7	كَمَآ	gen	مجرور	non-nominal-pos:SUB:مجرور
73:17:1	فَكَيْفَ	circ	حال	non-nominal-pos:INTG:حال
73:17:3	إِن	root	root	non-nominal-pos:COND:root
73:19:4	فَمَن	root	root	non-nominal-pos:COND:root
73:20:21	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
73:20:22	لَّن	sub	صلة	non-nominal-pos:NEG:صلة
73:20:32	أَن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
73:20:61	وَمَا	root	root	non-nominal-pos:COND:root
